Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,1471
FINANCEINSURANCE,2833
REALESTATERENTAL,652
SCIENTIFICTECHNICAL,2437
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,9635
EDUCATION,244
HEALTHCARE,17800
ART,766
FOOD,9735
OTHER,1989
