date,year,week,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-03,2020,5,0.0,0.0,0.0,0.0,0.0,13.83,0.0,11.89,0.0,5.17,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,2020,6,0.0,0.0,0.0,0.0,0.0,44.96,0.0,62.43,0.0,22.69,24.56,0.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,2020,7,0.0,0.0,0.0,0.0,0.0,26.41,0.0,59.2,0.0,17.03,15.6,0.0,35.14,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,2020,8,0.0,0.0,0.0,0.0,0.0,20.61,0.0,40.9,0.0,22.85,22.92,0.0,30.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,2020,9,0.0,0.0,0.0,0.0,0.0,27.02,0.0,38.03,0.0,23.67,23.990000000000002,0.0,24.02,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,2020,10,0.0,0.0,0.0,0.0,0.0,16.259999999999998,0.0,48.18,0.0,19.3,18.509999999999998,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,2020,11,1.0,0.0,0.0,0.0,0.0,60.31,0.0,72.26,0.0,24.560000000000002,23.21,0.0,27.69,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,2020,12,1.0,0.0,0.0,0.0,0.0,98.39,0.0,77.95,0.0,15.84,7.96,0.0,11.879999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,2020,13,2.0,0.0,0.0,0.0,0.0,72.24,0.0,63.21,0.0,19.810000000000002,19.32,0.0,7.6899999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,2020,14,3.0,0.0,0.0,0.0,0.0,50.25,0.0,39.05,0.0,21.78,9.05,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,2020,15,4.0,0.0,0.0,0.0,0.0,49.35,0.0,33.989999999999995,0.0,13.56,13.809999999999999,0.0,13.51,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,2020,16,1.0,1.0,0.0,0.8246233,0.695953,38.8,0.0,14.77,0.0,23.8,12.92,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,2020,17,1.0,0.0,0.0,0.8401595,0.7101581,26.35,0.0,10.11,0.0,17.98,26.490000000000002,0.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,2020,18,0.0,0.0,0.0,0.0,0.0,31.48,0.0,8.3,0.0,14.12,25.85,0.0,13.31,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,2020,19,0.0,0.0,0.0,0.0,0.0,39.61,0.0,15.49,0.0,16.240000000000002,9.89,0.0,21.349999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,2020,20,1.0,0.0,0.067995,0.0,0.0,36.78,0.0,12.83,0.0,8.350000000000001,19.42,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,2020,21,0.0,0.0,0.0,0.0,0.0,29.73,0.0,3.67,0.0,5.28,11.42,0.0,15.36,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020,22,1.0,0.0,0.0,0.0,0.0,20.05,0.0,0.0,0.0,8.21,12.42,0.0,16.99,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,2020,23,3.0,0.0,0.0,0.0,0.0,18.38,0.0,4.0,0.0,21.18,5.99,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,2020,24,2.0,1.0,0.0,0.0,0.0,8.239999999999998,0.0,3.83,0.0,12.47,22.78,0.0,11.65,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,2020,25,2.0,0.0,0.0,0.0,0.0,3.63,0.0,3.47,0.0,26.57,32.33,0.0,25.76,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,2020,26,4.0,0.0,0.0,0.0,0.0,2.88,0.0,14.280000000000001,0.0,16.759999999999998,27.13,0.0,25.23,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,2020,27,2.0,0.0,0.0,0.0,0.0,18.09,0.0,3.26,0.0,21.2,20.35,0.0,17.44,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,2020,28,4.0,0.0,0.0,0.0,0.0,15.129999999999999,0.0,15.46,0.0,25.28,29.33,0.0,22.42,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,2020,29,8.0,0.0,0.0,0.0,0.0,21.759999999999998,0.0,13.4,0.0,23.65,25.5,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,2020,30,5.0,0.0,0.0,0.0,0.0,22.17,0.0,7.1899999999999995,0.0,26.439999999999998,22.4,0.0,21.759999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,2020,31,-3.0,0.0,0.0,0.0,0.0,15.83,0.0,13.73,0.0,17.81,21.22,0.0,28.669999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,2020,32,7.0,0.0,0.0,0.0,0.0,13.62,0.0,12.31,0.0,23.009999999999998,18.8,0.0,20.54,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,2020,33,5.0,0.0,0.0,0.0,0.0,12.25,0.0,6.63,0.0,24.98,30.88,0.0,13.52,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,2020,34,9.0,0.0,0.0,0.0,0.0,9.58,0.0,8.79,0.0,17.35,21.54,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,2020,35,10.0,0.0,0.0,0.0,0.0,18.419999999999998,0.0,19.47,0.0,13.56,22.43,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-07,2020,36,6.0,1.0,0.0,0.0,0.0,17.21,0.0,3.64,0.0,11.59,11.8,0.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,2020,37,10.0,0.0,0.0,0.0,0.0,18.11,0.0,8.4,0.0,14.11,11.32,0.0,12.74,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,2020,38,5.0,0.0,0.0,0.0,0.0,15.709999999999999,0.0,13.92,0.0,16.27,23.28,0.0,20.990000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,2020,39,13.0,0.0,0.0,0.0,0.0,12.85,0.0,14.41,0.0,12.42,18.72,0.0,17.01,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,2020,40,4.0,0.0,0.0,0.0,0.0,17.82,0.0,20.810000000000002,0.0,15.950000000000001,23.08,0.0,11.780000000000001,0.0,0.0,0.0,0.0,0.0,0.0
