date,year,week,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-03,2020,5,0.0,0.0,0.23428,0.0,0.0,7.96,0.54,13.73,4.27,7.58,7.7,5.6899999999999995,7.83,1.38,2.0,2.82,0.33,0.22,0.6799999999999999
2020-02-10,2020,6,0.0,0.0,0.8199799999999999,0.0,0.0,30.11,1.7,50.3,15.9,26.84,29.09,21.58,28.21,5.37,8.81,10.18,1.32,1.29,2.76
2020-02-17,2020,7,0.0,0.0,0.8199799999999999,0.0,0.0,29.84,1.78,50.0,14.75,27.2,27.330000000000002,21.54,27.0,5.04,8.94,10.83,1.55,1.1400000000000001,2.67
2020-02-24,2020,8,0.0,0.0,0.8199799999999999,0.0,0.0,28.15,1.48,47.269999999999996,14.42,27.44,28.619999999999997,22.01,27.91,4.81,9.36,10.48,1.44,1.3,2.39
2020-03-02,2020,9,0.0,0.0,0.8199799999999999,0.0,0.0,30.29,1.63,48.35,15.059999999999999,26.94,27.990000000000002,21.81,27.84,5.13,9.05,10.72,1.69,1.37,2.57
2020-03-09,2020,10,0.0,0.0,1.28635,0.0,0.0,29.32,1.59,48.84,15.639999999999999,26.13,27.56,21.22,28.03,5.25,8.83,9.45,1.84,1.23,2.61
2020-03-16,2020,11,5.0,0.0,3.179132,0.0,0.0,62.97,3.73,81.04,20.44,22.67,27.6,19.44,28.89,8.68,9.41,8.219999999999999,1.7,0.9,2.66
2020-03-23,2020,12,135.0,0.0,10.015912,0.0,0.0,101.91,5.44,78.35,25.0,26.759999999999998,22.92,15.41,27.25,12.35,11.57,7.2,1.1,0.77,1.95
2020-03-30,2020,13,480.0,20.0,19.706623999999998,0.0,0.0,86.64,6.22,67.61,19.02,31.17,23.830000000000002,14.45,24.63,13.85,14.370000000000001,8.11,1.32,0.91,2.13
2020-04-06,2020,14,1383.0,63.0,34.646308,0.0,0.0,63.17,4.37,54.480000000000004,14.629999999999999,30.1,23.93,14.34,23.95,11.57,13.51,8.44,1.21,0.79,2.33
2020-04-13,2020,15,1251.0,134.0,51.696049,8.854628,8.0675017,43.18,3.0300000000000002,40.0,11.75,29.15,22.85,13.44,21.8,9.19,11.629999999999999,9.01,1.32,0.97,2.08
2020-04-20,2020,16,1106.0,174.0,45.429346,6.2883954,6.2818033,33.08,2.24,28.81,8.7,26.21,21.98,13.24,20.45,6.97,9.94,8.33,1.4,0.86,1.9200000000000002
2020-04-27,2020,17,843.0,129.0,48.604289,3.2925222,3.2693541,28.03,1.76,25.96,8.24,26.0,21.919999999999998,13.12,20.44,6.1,9.879999999999999,8.73,1.29,1.04,2.06
2020-05-04,2020,18,533.0,108.0,68.816929,2.3048186,2.3749625,26.369999999999997,1.38,22.47,7.21,24.4,22.12,12.39,19.36,5.72,8.83,8.17,1.28,0.82,1.92
2020-05-11,2020,19,306.0,70.0,59.422955,2.5366865,3.1562805000000003,36.28,1.21,21.44,6.68,22.85,22.240000000000002,12.62,19.15,4.99,8.77,7.93,1.3,0.78,2.0
2020-05-18,2020,20,303.0,42.0,38.483357,3.1528455,3.3263789,32.269999999999996,1.18,19.59,6.92,23.77,22.1,12.92,19.15,5.22,8.37,8.53,1.3900000000000001,0.9,2.13
2020-05-25,2020,21,154.0,38.0,32.150934,2.457785,2.3525168,23.55,1.21,17.73,6.26,22.86,21.96,12.84,19.46,5.09,7.52,8.18,1.43,0.88,1.8
2020-06-01,2020,22,196.0,32.0,23.639006,2.3015495,2.7821712,19.46,0.77,16.06,6.34,21.38,21.62,12.08,20.19,4.48,8.030000000000001,7.98,1.02,0.76,2.04
2020-06-08,2020,23,302.0,60.0,9.191051999999999,4.7276005,4.6308284,19.18,0.83,14.29,6.22,20.6,21.48,12.780000000000001,20.04,4.5,7.8,7.9799999999999995,1.21,0.97,1.98
2020-06-15,2020,24,53.0,19.0,12.039597,2.4157469000000003,2.2869204,18.75,1.08,14.44,6.28,20.84,23.53,13.09,21.18,4.1,7.42,8.55,1.4100000000000001,1.05,2.35
2020-06-22,2020,25,102.0,9.0,18.238857,1.3172376,1.8701356,19.77,1.36,15.46,6.4399999999999995,22.16,24.71,13.76,22.35,4.3100000000000005,7.7299999999999995,8.77,1.23,1.1,2.0300000000000002
2020-06-29,2020,26,145.0,9.0,32.456998999999996,3.1712031,2.5250604,20.64,1.36,19.46,6.69,23.07,25.9,14.209999999999999,23.77,4.5,8.06,9.95,1.33,0.99,2.35
2020-07-06,2020,27,244.0,12.0,46.160783,2.1975532,1.9557288,21.11,1.6,16.84,7.7,24.16,26.189999999999998,14.35,24.22,4.54,7.34,9.92,1.1800000000000002,0.91,2.31
