date,year,week,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-03,2020,5,0.0,0.0,0.0,0.0,0.0,10.64,0.0,20.92,0.0,5.5,7.51,0.0,10.93,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,2020,6,0.0,0.0,0.0,0.0,0.0,11.51,0.0,66.24,0.0,22.68,32.730000000000004,0.0,26.049999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,2020,7,0.0,0.0,0.0,0.0,0.0,33.1,0.0,66.28,0.0,5.77,29.07,0.0,30.62,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,2020,8,0.0,0.0,0.0,0.0,0.0,39.85,0.0,61.190000000000005,0.0,30.76,18.76,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,2020,9,0.0,0.0,0.0,0.0,0.0,25.6,0.0,65.65,0.0,28.13,24.85,0.0,32.43,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,2020,10,0.0,0.0,0.0,0.0,0.0,25.4,0.0,47.92,0.0,32.370000000000005,31.57,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,2020,11,0.0,0.0,0.0,0.0,0.0,61.71,0.0,85.21000000000001,0.0,20.11,31.060000000000002,0.0,32.36,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,2020,12,0.0,0.0,3.180312,0.0,0.0,98.6,0.0,82.62,0.0,15.94,18.810000000000002,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,2020,13,0.0,0.0,0.0,0.0,0.0,63.7,0.0,55.91,0.0,28.07,12.65,0.0,29.03,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,2020,14,1.0,1.0,0.0,0.0,0.0,58.1,0.0,42.82,0.0,23.490000000000002,27.5,0.0,22.66,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,2020,15,2.0,1.0,0.0,0.0,0.0,42.64,0.0,32.81,0.0,16.39,12.04,0.0,12.96,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,2020,16,0.0,0.0,0.0,0.0,0.0,40.61,0.0,22.21,0.0,15.009999999999998,20.58,0.0,16.43,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,2020,17,0.0,0.0,0.0,0.0,0.0,21.09,0.0,11.809999999999999,0.0,18.32,18.72,0.0,8.469999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,2020,18,0.0,0.0,0.0,0.0,0.0,17.83,0.0,14.42,0.0,8.75,28.369999999999997,0.0,16.24,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,2020,19,2.0,0.0,0.0,0.0,0.0,35.35,0.0,14.21,0.0,19.92,26.36,0.0,19.11,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,2020,20,0.0,0.0,7.092136,0.0,0.0,31.94,0.0,4.84,0.0,14.14,17.33,0.0,12.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,2020,21,0.0,0.0,6.453787,0.0,0.0,16.96,0.0,5.3,0.0,0.0,19.93,0.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020,22,0.0,0.0,2.327726,0.0,0.0,7.82,0.0,3.96,0.0,17.59,10.43,0.0,13.85,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,2020,23,1.0,0.0,12.640997,0.0,0.0,13.65,0.0,4.7,0.0,8.41,11.45,0.0,34.01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,2020,24,1.0,0.0,2.109665,0.0,0.0,0.0,0.0,8.82,0.0,12.48,17.02,0.0,18.85,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,2020,25,0.0,0.0,2.199604,0.0,0.0,4.78,0.0,0.0,0.0,20.36,8.48,0.0,27.43,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,2020,26,0.0,0.0,5.207955,0.0,0.0,4.05,0.0,4.15,0.0,26.64,45.3,0.0,32.269999999999996,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,2020,27,3.0,0.0,3.724304,0.0,0.0,18.740000000000002,0.0,0.0,0.0,21.380000000000003,23.099999999999998,0.0,21.61,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,2020,28,7.0,0.0,14.20859,0.0,0.0,4.01,0.0,14.25,0.0,30.14,30.880000000000003,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,2020,29,16.0,0.0,6.480705,0.0,0.0,18.53,0.0,11.239999999999998,0.0,9.739999999999998,19.490000000000002,0.0,18.74,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,2020,30,9.0,0.0,15.472041,0.0,0.0,23.29,0.0,5.42,0.0,14.91,22.74,0.0,14.510000000000002,0.0,0.0,0.0,0.0,0.0,0.0
