date,year,week,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-03,2020,5,0.0,0.0,0.0,0.0,0.0,9.77,0.0,15.96,4.57,7.529999999999999,7.38,5.57,8.51,1.6,2.8200000000000003,3.05,0.0,0.0,0.0
2020-02-10,2020,6,0.0,0.0,0.0,0.0,0.0,36.12,0.0,55.64,17.78,28.86,30.98,22.72,31.61,5.41,9.77,10.459999999999999,0.0,0.0,0.0
2020-02-17,2020,7,0.0,0.0,0.0,0.0,0.0,36.0,0.0,55.53,17.9,28.55,28.2,22.25,30.81,4.88,8.95,11.22,0.0,0.0,0.0
2020-02-24,2020,8,0.0,0.0,0.0,0.0,0.0,32.84,0.0,51.7,17.58,30.14,30.700000000000003,25.009999999999998,30.79,4.9,9.39,11.46,0.0,0.0,0.0
2020-03-02,2020,9,0.0,0.0,2.816724,0.0,0.0,34.56,0.0,52.42,16.44,27.96,28.95,22.63,31.46,5.37,8.99,10.93,0.0,0.0,0.0
2020-03-09,2020,10,0.0,0.0,0.241,0.0,0.0,35.68,0.0,51.42,16.93,28.08,29.33,23.82,32.02,5.53,8.21,12.32,0.0,0.0,0.0
2020-03-16,2020,11,0.0,0.0,0.0,0.0,0.0,70.38,0.0,83.5,23.1,24.28,28.36,21.04,32.83,8.35,9.66,8.99,0.0,0.0,0.0
2020-03-23,2020,12,8.0,0.0,1.320224,0.0,0.0,106.46000000000001,0.0,78.4,23.81,25.73,23.26,15.209999999999999,28.75,11.13,11.809999999999999,9.06,0.0,0.0,0.0
2020-03-30,2020,13,51.0,2.0,18.444341,0.0,0.0,73.12,0.0,55.62,17.82,27.64,21.44,13.86,24.34,12.18,13.92,9.6,0.0,0.0,0.0
2020-04-06,2020,14,76.0,0.0,41.532692,0.0,0.0,55.36,0.0,41.8,13.18,27.78,22.61,13.78,23.08,9.719999999999999,11.12,8.43,0.0,0.0,0.0
2020-04-13,2020,15,74.0,2.0,44.025708,4.3054264,4.3054264,37.43,0.0,29.919999999999998,11.21,25.41,21.86,11.379999999999999,22.21,8.280000000000001,9.530000000000001,9.07,0.0,0.0,0.0
2020-04-20,2020,16,70.0,7.0,33.44451,4.7547747,4.9152423,30.26,0.0,23.4,8.19,23.74,22.26,12.53,19.66,5.6899999999999995,7.71,8.31,0.0,0.0,0.0
2020-04-27,2020,17,36.0,3.0,32.097974,3.4022286999999998,3.4084274,29.29,0.0,21.1,7.74,23.55,22.81,12.96,19.78,4.83,7.53,8.74,0.0,0.0,0.0
2020-05-04,2020,18,41.0,5.0,65.871579,3.4433367,3.1749098,26.009999999999998,0.0,20.22,7.0,23.27,23.73,13.46,19.11,5.38,8.42,8.55,0.0,0.0,0.0
2020-05-11,2020,19,20.0,3.0,86.733277,2.5993687,2.2698833,38.26,0.0,18.14,7.46,21.91,23.11,11.89,20.67,4.92,8.55,8.65,0.0,0.0,0.0
2020-05-18,2020,20,9.0,3.0,44.498083,0.5478629,0.5478629,35.25,0.0,16.48,6.74,22.95,23.439999999999998,13.6,21.35,5.21,8.52,9.09,0.0,0.0,0.0
2020-05-25,2020,21,6.0,1.0,23.622532,1.4512697,1.4523338000000001,22.97,0.0,17.21,4.6000000000000005,21.69,24.35,12.620000000000001,21.3,4.69,7.789999999999999,8.06,0.0,0.0,0.0
2020-06-01,2020,22,4.0,0.0,28.282457,1.3062471,1.1450336,20.27,0.0,15.86,5.96,21.87,22.36,13.53,20.7,4.96,7.46,9.96,0.0,0.0,0.0
2020-06-08,2020,23,116.0,2.0,19.219572,1.5750947,1.5750947,19.01,0.0,14.56,5.07,20.95,24.12,11.19,19.96,4.19,7.72,9.620000000000001,0.0,0.0,0.0
2020-06-15,2020,24,9.0,0.0,27.218035999999998,0.3096028,0.3096028,18.84,0.0,12.98,5.53,21.2,26.45,13.37,21.77,4.63,7.79,9.32,0.0,0.0,0.0
2020-06-22,2020,25,19.0,0.0,27.622092000000002,0.1115921,0.1115921,19.64,0.0,14.71,6.16,23.45,24.35,13.73,23.189999999999998,3.72,7.779999999999999,12.02,0.0,0.0,0.0
2020-06-29,2020,26,27.0,0.0,30.004691,3.5157496999999998,3.5018005,22.32,0.0,21.37,7.53,23.03,27.7,14.03,25.729999999999997,4.37,8.21,11.32,0.0,0.0,0.0
2020-07-06,2020,27,28.0,0.0,40.904523,1.9311933,1.8491288000000001,21.24,0.0,16.13,7.9,23.58,26.86,14.84,26.66,2.4299999999999997,8.24,10.379999999999999,0.0,0.0,0.0
2020-07-13,2020,28,21.0,0.0,60.163966,0.5597548999999999,0.5597548999999999,23.83,0.0,17.9,8.07,23.21,26.740000000000002,15.3,26.29,5.22,8.14,11.84,0.0,0.0,0.0
2020-07-20,2020,29,54.0,0.0,56.406214,0.791776,1.3263949,25.61,0.0,18.23,9.13,24.91,26.08,14.3,25.54,5.5200000000000005,8.09,11.09,0.0,0.0,0.0
2020-07-27,2020,30,43.0,0.0,57.950912,3.9389409,4.0999303,23.97,0.0,18.45,9.69,26.509999999999998,27.2,15.04,25.24,3.7,8.18,11.15,0.0,0.0,0.0
2020-08-03,2020,31,66.0,0.0,72.059154,1.7643648,1.7643648,24.689999999999998,0.0,19.52,9.31,25.34,28.12,15.14,26.3,4.89,8.04,10.64,0.0,0.0,0.0
2020-08-10,2020,32,51.0,0.0,97.287555,2.0357763,2.0182963000000003,23.64,0.0,18.74,9.6,24.7,25.69,14.42,28.1,4.53,7.37,10.11,0.0,0.0,0.0
2020-08-17,2020,33,88.0,0.0,80.395836,2.8422293,2.7429418,22.09,0.0,19.88,9.05,26.98,26.62,14.32,26.28,4.35,7.69,10.8,0.0,0.0,0.0
2020-08-24,2020,34,88.0,1.0,65.610556,4.8624404,4.8624404,22.74,0.0,19.65,9.56,23.470000000000002,27.77,13.91,24.81,2.73,6.68,11.48,0.0,0.0,0.0
2020-08-31,2020,35,91.0,0.0,60.871124,3.8080357,3.8080357,20.14,0.0,18.44,7.66,25.03,23.45,14.41,24.82,3.84,8.06,10.120000000000001,0.0,0.0,0.0
2020-09-07,2020,36,71.0,0.0,48.054936,6.5943176,6.293997999999999,19.21,0.0,17.04,8.99,23.23,25.77,14.26,24.77,3.6,8.1,10.05,0.0,0.0,0.0
2020-09-14,2020,37,75.0,0.0,54.588395,0.3819379,0.2508612,19.76,0.0,17.240000000000002,7.59,23.63,26.56,13.42,24.66,3.62,7.369999999999999,8.73,0.0,0.0,0.0
2020-09-21,2020,38,70.0,1.0,49.519905,0.3327243,0.3327243,21.57,0.0,19.0,8.620000000000001,22.490000000000002,27.950000000000003,13.36,22.97,3.6,7.0600000000000005,9.18,0.0,0.0,0.0
2020-09-28,2020,39,65.0,0.0,39.952501,2.6319234,2.6319234,21.61,0.0,21.41,9.26,23.52,27.630000000000003,13.870000000000001,25.36,4.29,6.97,10.2,0.0,0.0,0.0
2020-10-05,2020,40,83.0,1.0,67.101697,0.9643437,0.9643437,23.02,0.0,21.33,8.98,22.79,28.08,14.81,23.39,3.8,10.75,9.5,0.0,0.0,0.0
2020-10-12,2020,41,106.0,1.0,70.970832,2.8346964,2.8346964,24.12,0.0,24.98,9.42,24.18,27.59,14.73,23.07,4.8100000000000005,7.41,9.98,0.0,0.0,0.0
2020-10-19,2020,42,174.0,0.0,83.294494,3.5606802,3.2893798000000003,20.22,0.0,24.03,9.46,25.17,25.53,15.02,22.85,4.27,7.6899999999999995,8.87,0.0,0.0,0.0
2020-10-26,2020,43,202.0,1.0,87.874898,2.9066718,2.8729166,21.6,0.0,23.89,10.11,24.71,27.650000000000002,13.57,23.060000000000002,5.1899999999999995,6.89,10.44,0.0,0.0,0.0
2020-11-02,2020,44,377.0,2.0,115.627489,2.115932,2.115932,25.93,0.0,24.92,10.05,25.19,24.46,14.620000000000001,22.43,4.84,7.06,8.86,0.0,0.0,0.0
2020-11-09,2020,45,421.0,0.0,155.789615,4.5940627,4.5940627,25.88,0.0,26.65,8.98,23.25,24.31,14.6,20.63,4.79,7.17,9.540000000000001,0.0,0.0,0.0
2020-11-16,2020,46,809.0,0.0,146.785975,12.9324297,12.9324297,26.65,0.0,25.71,9.8,24.66,27.04,13.280000000000001,22.71,4.52,7.18,9.48,0.0,0.0,0.0
2020-11-23,2020,47,985.0,7.0,160.46221,12.591561,13.0935788,27.169999999999998,0.0,26.07,8.68,24.62,26.09,13.959999999999999,21.88,5.08,8.52,9.75,0.0,0.0,0.0
2020-11-30,2020,48,981.0,5.0,180.983701,7.578778799999999,8.1265827,22.89,0.0,24.1,8.45,25.36,25.12,14.52,21.43,4.67,8.95,10.57,0.0,0.0,0.0
2020-12-07,2020,49,748.0,5.0,169.153505,8.0582264,7.0294389,23.44,0.0,25.32,8.17,27.740000000000002,25.060000000000002,15.06,22.15,4.55,8.27,9.379999999999999,0.0,0.0,0.0
2020-12-14,2020,50,683.0,5.0,129.61212,7.8141351,7.522209699999999,21.37,0.0,21.43,7.47,26.19,26.51,13.38,21.79,4.11,7.5600000000000005,10.41,0.0,0.0,0.0
2020-12-21,2020,51,404.0,7.0,127.26905400000001,3.9953245,3.1254044999999997,20.990000000000002,0.0,18.79,8.0,23.19,24.52,14.309999999999999,22.54,5.07,7.58,10.1,0.0,0.0,0.0
2020-12-28,2020,52,278.0,7.0,114.85923,0.782318,1.4844874000000001,17.95,0.0,20.55,8.56,24.65,23.05,13.97,22.44,4.07,7.9799999999999995,10.38,0.0,0.0,0.0
2021-01-04,2020,53,197.0,2.0,78.060957,1.8084798,1.8084798,10.53,0.0,11.95,4.61,16.32,15.57,8.91,12.66,2.48,5.29,8.39,0.0,0.0,0.0
2021-01-04,2021,1,537.0,13.0,106.857738,4.2993984,3.4549129,19.28,0.0,20.79,7.41,25.51,27.2,14.94,23.41,3.98,7.74,9.8,0.0,0.0,0.0
2021-01-11,2021,2,424.0,6.0,56.995734999999996,7.3000558,6.1395352,18.84,0.0,17.8,7.26,27.84,26.06,14.030000000000001,22.560000000000002,3.71,8.57,10.57,0.0,0.0,0.0
2021-01-18,2021,3,332.0,8.0,47.915349,3.3848881,2.9062929,19.23,0.0,18.06,6.88,27.04,28.150000000000002,13.97,23.259999999999998,4.41,8.26,10.53,0.0,0.0,0.0
2021-01-25,2021,4,308.0,9.0,50.87992,2.1042035,1.7605807,20.62,0.0,18.93,7.130000000000001,26.86,28.8,13.72,21.7,4.0600000000000005,7.8500000000000005,10.91,0.0,0.0,0.0
2021-02-01,2021,5,228.0,10.0,44.484995,2.5890934,2.5890934,17.92,0.0,19.04,6.69,26.1,27.88,14.67,23.72,3.45,8.01,11.21,0.0,0.0,0.0
2021-02-08,2021,6,159.0,11.0,44.743205,5.990816,5.990816,18.23,0.0,19.7,7.92,26.59,27.560000000000002,14.88,23.8,4.85,8.89,11.22,0.0,0.0,0.0
2021-02-15,2021,7,127.0,5.0,26.772247,3.9596263,3.9596263,18.38,0.0,21.8,7.7,28.09,27.23,15.44,25.240000000000002,4.64,8.8,11.120000000000001,0.0,0.0,0.0
2021-02-22,2021,8,177.0,6.0,33.892801,2.263789,2.263789,18.54,0.0,18.28,7.220000000000001,27.57,28.54,15.18,24.55,4.8500000000000005,7.9399999999999995,11.27,0.0,0.0,0.0
2021-03-01,2021,9,247.0,4.0,39.953269,1.8848500000000001,2.9070408,19.49,0.0,20.14,7.69,24.14,28.94,14.15,24.93,4.75,7.82,10.29,0.0,0.0,0.0
2021-03-08,2021,10,276.0,1.0,41.632713,4.1021978,1.852579,18.77,0.0,21.46,9.41,25.4,28.64,13.780000000000001,24.91,4.65,7.97,10.4,0.0,0.0,0.0
2021-03-15,2021,11,415.0,3.0,50.660225,6.458399,6.0547749,21.37,0.0,23.43,8.52,24.580000000000002,29.03,14.94,23.39,4.3999999999999995,8.17,10.52,0.0,0.0,0.0
2021-03-22,2021,12,632.0,1.0,58.280969,5.1883245,5.1883245,23.06,0.0,25.47,9.52,24.38,25.54,15.709999999999999,24.21,4.76,7.93,10.72,0.0,0.0,0.0
2021-03-29,2021,13,771.0,3.0,70.196411,5.151578000000001,5.151578000000001,24.84,0.0,26.77,9.27,25.62,29.880000000000003,16.81,25.02,3.74,7.61,11.87,0.0,0.0,0.0
2021-04-05,2021,14,1015.0,2.0,69.246136,8.7131149,8.7131149,27.21,0.0,24.259999999999998,8.83,26.05,31.599999999999998,16.85,24.93,4.97,6.92,10.76,0.0,0.0,0.0
2021-04-12,2021,15,1007.0,2.0,80.030557,7.1260616,7.1260616,24.87,0.0,23.47,9.04,27.490000000000002,29.6,18.09,26.86,5.21,7.529999999999999,10.8,0.0,0.0,0.0
2021-04-19,2021,16,668.0,6.0,61.289006,3.5041112,3.5041112,25.27,0.0,23.62,9.24,26.9,30.78,16.7,26.96,4.49,9.04,9.42,0.0,0.0,0.0
2021-04-26,2021,17,555.0,5.0,46.283332,3.6319141,3.3431870999999997,21.96,0.0,23.14,8.74,28.87,27.69,16.85,26.03,4.17,7.96,11.26,0.0,0.0,0.0
2021-05-03,2021,18,318.0,6.0,46.582038,6.5599762,5.8155603,19.32,0.0,21.740000000000002,7.91,25.64,27.99,16.509999999999998,26.86,4.49,7.7,9.96,0.0,0.0,0.0
2021-05-10,2021,19,217.0,2.0,34.895873,3.7094109,3.7094109,20.16,0.0,22.24,8.33,24.28,26.91,17.009999999999998,27.4,4.54,7.8,10.76,0.0,0.0,0.0
2021-05-17,2021,20,141.0,4.0,20.239319000000002,3.2784837,3.2784837,19.36,0.0,21.66,8.629999999999999,22.509999999999998,26.97,17.37,25.93,4.32,6.76,9.91,0.0,0.0,0.0
2021-05-24,2021,21,63.0,3.0,11.735597,0.8081305,0.8081305,17.42,0.0,22.02,10.08,24.79,27.31,15.47,24.4,5.05,8.55,10.25,0.0,0.0,0.0
2021-05-31,2021,22,53.0,5.0,7.1394210000000005,4.3669646,4.3669646,17.240000000000002,0.0,22.08,8.21,21.88,26.92,16.67,25.69,4.07,7.59,10.71,0.0,0.0,0.0
2021-06-07,2021,23,36.0,1.0,12.571868,5.1980939,5.1980939,18.41,0.0,21.740000000000002,9.33,23.59,27.85,16.87,28.51,4.3,8.33,11.36,0.0,0.0,0.0
2021-06-14,2021,24,17.0,2.0,12.010472,1.0752993,1.7993671999999998,17.67,0.0,22.73,9.32,23.54,29.65,16.71,28.849999999999998,4.68,7.76,11.78,0.0,0.0,0.0
2021-06-21,2021,25,16.0,1.0,8.786319,2.1312026,1.3997927,15.82,0.0,23.09,9.459999999999999,24.47,28.46,18.08,27.13,3.2199999999999998,8.01,11.41,0.0,0.0,0.0
2021-06-28,2021,26,20.0,1.0,2.841598,7.849609500000001,7.7902737,19.03,0.0,23.96,9.79,24.66,27.52,18.23,31.34,4.04,7.22,12.26,0.0,0.0,0.0
2021-07-05,2021,27,26.0,1.0,6.612349,1.3310203999999999,2.0038019,19.14,0.0,24.919999999999998,8.85,25.06,27.959999999999997,16.79,32.18,3.8600000000000003,8.1,11.51,0.0,0.0,0.0
2021-07-12,2021,28,36.0,-1.0,9.712037,6.1122178,6.2996101,18.83,0.0,25.669999999999998,9.45,26.19,25.65,17.91,30.47,5.22,7.090000000000001,12.17,0.0,0.0,0.0
2021-07-19,2021,29,52.0,1.0,23.435706,3.9227872,5.0788381,20.29,0.0,28.14,11.45,26.82,28.349999999999998,19.45,31.77,3.4699999999999998,8.23,12.55,0.0,0.0,0.0
2021-07-26,2021,30,101.0,-3.0,26.135893,0.9188376,0.9188376,21.56,0.0,27.32,10.74,24.91,30.22,18.75,30.34,3.87,9.04,12.5,0.0,0.0,0.0
