date,year,week,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-03,2020,5,0.0,0.0,0.0,0.0,0.0,9.100000000000001,0.0,15.379999999999999,4.59,9.16,8.54,8.600000000000001,10.86,2.19,2.52,3.5300000000000002,0.0,0.0,0.0
2020-02-10,2020,6,0.0,0.0,0.0,0.0,0.0,32.9,0.0,50.59,17.12,32.92,36.88,24.67,32.6,4.55,11.82,12.51,0.0,0.0,0.0
2020-02-17,2020,7,0.0,0.0,0.0,0.0,0.0,29.54,0.0,54.03,15.59,34.1,33.74,24.4,31.41,5.01,9.37,12.55,0.0,0.0,0.0
2020-02-24,2020,8,0.0,0.0,0.0,0.0,0.0,31.36,0.0,51.49,18.59,34.95,35.589999999999996,24.0,31.4,5.02,10.379999999999999,14.71,0.0,0.0,0.0
2020-03-02,2020,9,0.0,0.0,0.0,0.0,0.0,34.36,0.0,54.54,16.77,34.08,32.94,23.59,32.14,3.47,10.64,11.96,0.0,0.0,0.0
2020-03-09,2020,10,0.0,0.0,0.0,0.0,0.0,37.32,0.0,59.52,17.9,33.83,34.02,23.45,29.04,4.88,9.71,11.6,0.0,0.0,0.0
2020-03-16,2020,11,0.0,0.0,0.0,0.0,0.0,64.58,0.0,87.75,20.94,30.58,31.509999999999998,24.65,36.67,8.3,8.86,9.54,0.0,0.0,0.0
2020-03-23,2020,12,2.0,0.0,0.094545,0.0,0.0,99.12,0.0,86.98,26.98,29.09,29.26,18.86,32.72,9.71,12.120000000000001,6.83,0.0,0.0,0.0
2020-03-30,2020,13,13.0,0.0,2.869212,0.0,0.0,68.2,0.0,62.75,16.62,33.66,27.59,18.15,29.25,11.58,14.95,9.82,0.0,0.0,0.0
2020-04-06,2020,14,26.0,1.0,9.778569,0.0,0.0,56.38,0.0,49.88,14.629999999999999,33.64,28.13,16.82,26.53,10.14,13.31,8.64,0.0,0.0,0.0
2020-04-13,2020,15,33.0,0.0,12.412368,6.1055595,7.0435627,41.86,0.0,36.41,12.09,32.63,26.619999999999997,16.42,26.13,9.52,10.2,10.4,0.0,0.0,0.0
2020-04-20,2020,16,67.0,4.0,10.116364,3.718776,4.005638,35.85,0.0,32.69,11.04,29.27,27.16,15.1,26.41,7.05,12.66,10.48,0.0,0.0,0.0
2020-04-27,2020,17,61.0,5.0,25.341777,1.9245164,1.2055696,31.8,0.0,28.029999999999998,10.52,30.06,26.96,13.93,25.29,7.05,10.66,10.78,0.0,0.0,0.0
2020-05-04,2020,18,35.0,5.0,31.004992,4.1308173,3.7626753,27.73,0.0,22.11,8.71,28.799999999999997,27.84,17.16,23.46,4.04,10.870000000000001,10.370000000000001,0.0,0.0,0.0
2020-05-11,2020,19,23.0,2.0,12.990642,1.9583972,1.8578345,38.05,0.0,20.86,7.56,28.43,28.13,15.690000000000001,22.71,3.62,9.97,8.2,0.0,0.0,0.0
2020-05-18,2020,20,41.0,1.0,13.819227,1.8102877,1.9060386,43.05,0.0,21.2,8.05,25.94,28.529999999999998,14.1,24.55,5.7299999999999995,8.56,11.05,0.0,0.0,0.0
2020-05-25,2020,21,40.0,3.0,17.986989,3.2790181,3.2790181,29.05,0.0,19.95,6.83,27.299999999999997,26.99,20.0,23.67,1.65,7.04,11.129999999999999,0.0,0.0,0.0
2020-06-01,2020,22,30.0,1.0,22.051338,6.9935338,6.9935338,24.66,0.0,18.03,6.09,25.38,28.87,15.530000000000001,22.08,4.17,10.43,10.9,0.0,0.0,0.0
2020-06-08,2020,23,91.0,4.0,15.550307,4.0445715,4.0445715,24.29,0.0,18.15,4.67,25.33,28.900000000000002,14.07,23.03,3.76,7.76,11.92,0.0,0.0,0.0
2020-06-15,2020,24,24.0,1.0,12.436363,2.5300225,2.5300225,23.69,0.0,18.15,8.15,23.56,30.04,16.36,25.009999999999998,3.14,9.46,9.82,0.0,0.0,0.0
2020-06-22,2020,25,18.0,4.0,4.208988,1.1120634,1.1120634,23.4,0.0,20.67,7.35,27.0,28.59,16.84,25.99,5.6,7.0,14.37,0.0,0.0,0.0
2020-06-29,2020,26,22.0,1.0,9.773050000000001,3.2052168,3.2052168,21.810000000000002,0.0,23.86,7.17,27.02,30.64,18.79,30.34,5.5,9.83,10.1,0.0,0.0,0.0
2020-07-06,2020,27,33.0,5.0,22.008006,1.6944412,1.6944412,23.23,0.0,21.62,9.42,26.4,30.08,14.5,29.6,4.05,8.67,10.6,0.0,0.0,0.0
2020-07-13,2020,28,49.0,2.0,23.02447,2.6167385,3.6727951,24.66,0.0,23.09,11.1,31.65,33.3,18.4,29.52,4.82,10.04,13.4,0.0,0.0,0.0
2020-07-20,2020,29,44.0,0.0,16.519552,6.7531861,6.404368,25.64,0.0,22.92,7.46,27.49,30.6,18.77,30.82,2.83,9.11,12.69,0.0,0.0,0.0
2020-07-27,2020,30,42.0,0.0,17.596836,5.2549453,5.0063792,25.02,0.0,22.0,10.84,31.1,30.87,17.21,31.8,3.29,9.7,13.39,0.0,0.0,0.0
2020-08-03,2020,31,53.0,3.0,14.497481,1.2923175,2.4299967000000002,23.28,0.0,22.88,11.34,27.5,30.93,19.900000000000002,32.41,0.82,8.96,9.89,0.0,0.0,0.0
2020-08-10,2020,32,42.0,-1.0,27.584861,1.6214803,1.6214803,22.6,0.0,23.21,11.32,28.85,29.89,18.07,29.64,1.9,9.129999999999999,10.66,0.0,0.0,0.0
2020-08-17,2020,33,50.0,2.0,19.870290999999998,0.6248011,1.5592784,22.87,0.0,19.98,9.93,30.14,33.26,18.44,28.29,2.0700000000000003,7.390000000000001,11.02,0.0,0.0,0.0
2020-08-24,2020,34,39.0,0.0,10.112491,3.1697971000000003,3.1697971000000003,22.46,0.0,22.11,10.22,25.92,31.33,17.32,29.880000000000003,1.72,9.69,9.71,0.0,0.0,0.0
2020-08-31,2020,35,105.0,1.0,21.807357,3.4782482,3.4782482,20.72,0.0,19.45,8.629999999999999,25.56,30.27,15.69,26.64,3.5,9.99,11.63,0.0,0.0,0.0
2020-09-07,2020,36,87.0,0.0,23.439643,2.068374,2.068374,22.51,0.0,21.89,8.96,27.63,32.89,17.419999999999998,27.27,1.74,8.61,10.8,0.0,0.0,0.0
2020-09-14,2020,37,60.0,0.0,21.420994999999998,2.9830632,1.9407216,21.84,0.0,18.85,8.08,24.65,30.32,16.18,25.25,1.92,8.26,8.53,0.0,0.0,0.0
2020-09-21,2020,38,92.0,0.0,13.452448,4.5811201,4.4450594,24.77,0.0,23.26,10.74,26.689999999999998,32.74,17.25,25.78,1.85,9.33,9.78,0.0,0.0,0.0
2020-09-28,2020,39,135.0,1.0,24.151942,8.677764400000001,9.4635087,26.099999999999998,0.0,29.240000000000002,12.920000000000002,25.27,33.879999999999995,17.8,24.16,6.07,10.23,10.13,0.0,0.0,0.0
2020-10-05,2020,40,227.0,3.0,44.640273,2.3129078,2.4295027,24.65,0.0,29.29,11.9,26.83,30.6,18.63,26.990000000000002,2.69,11.690000000000001,8.870000000000001,0.0,0.0,0.0
2020-10-12,2020,41,241.0,3.0,44.210225,3.2763147999999997,2.7844329,29.71,0.0,32.25,8.86,27.62,36.16,17.97,24.68,3.16,8.66,10.81,0.0,0.0,0.0
2020-10-19,2020,42,367.0,1.0,39.395707,16.7978602,16.2868022,28.85,0.0,32.68,9.82,29.47,32.11,16.56,24.72,2.77,9.28,12.11,0.0,0.0,0.0
2020-10-26,2020,43,507.0,15.0,41.728312,7.701853,7.701853,28.47,0.0,34.26,8.34,30.560000000000002,34.3,19.85,25.66,5.2,8.5,11.98,0.0,0.0,0.0
2020-11-02,2020,44,576.0,3.0,59.762902,4.446757,4.446757,30.79,0.0,33.46,11.33,29.98,30.19,16.52,26.45,1.42,9.88,10.67,0.0,0.0,0.0
2020-11-09,2020,45,585.0,8.0,72.704525,17.0752655,15.7479006,28.86,0.0,30.65,11.81,29.08,29.01,15.95,23.97,2.67,9.0,11.120000000000001,0.0,0.0,0.0
2020-11-16,2020,46,882.0,21.0,76.535741,27.8092921,26.1823781,27.87,0.0,33.57,12.14,27.740000000000002,31.75,18.24,25.130000000000003,3.86,9.280000000000001,10.51,0.0,0.0,0.0
2020-11-23,2020,47,567.0,12.0,101.259348,11.7908387,11.7908387,26.57,0.0,31.36,10.1,27.24,29.16,17.51,26.16,3.5100000000000002,10.41,12.11,0.0,0.0,0.0
2020-11-30,2020,48,605.0,9.0,84.882018,5.4656554,5.4656554,25.9,0.0,29.55,9.34,29.009999999999998,30.36,16.11,24.72,5.55,10.83,9.74,0.0,0.0,0.0
2020-12-07,2020,49,628.0,10.0,69.486109,6.9533096,6.9533096,25.93,0.0,30.990000000000002,10.79,30.86,30.830000000000002,17.72,26.87,3.21,11.28,9.91,0.0,0.0,0.0
2020-12-14,2020,50,493.0,18.0,59.561928,13.7351967,13.7351967,23.47,0.0,26.25,7.74,29.57,30.71,16.18,25.189999999999998,3.06,9.0,10.83,0.0,0.0,0.0
2020-12-21,2020,51,460.0,21.0,53.711174,7.2894275,7.2894275,20.74,0.0,25.16,9.83,28.98,29.27,14.309999999999999,24.63,4.97,8.3,11.91,0.0,0.0,0.0
2020-12-28,2020,52,208.0,12.0,63.310923,6.7376758,6.7376758,20.89,0.0,25.740000000000002,8.83,27.439999999999998,28.060000000000002,17.98,25.68,2.7199999999999998,9.79,9.55,0.0,0.0,0.0
2021-01-04,2020,53,99.0,8.0,45.215844,4.3700448,4.3700448,12.24,0.0,14.75,6.859999999999999,16.45,19.59,11.879999999999999,12.440000000000001,1.9,6.25,9.06,0.0,0.0,0.0
2021-01-04,2021,1,286.0,12.0,35.518859,9.616109,9.616109,22.79,0.0,22.59,7.88,30.17,32.76,17.84,24.87,1.73,8.11,12.18,0.0,0.0,0.0
2021-01-11,2021,2,305.0,-1.0,34.213575,10.5172993,10.5172993,19.38,0.0,24.18,9.1,29.41,31.34,18.03,25.630000000000003,2.99,9.39,12.59,0.0,0.0,0.0
2021-01-18,2021,3,205.0,8.0,37.639712,9.273987,9.273987,20.86,0.0,21.52,11.0,29.84,30.84,18.42,24.7,2.52,10.18,10.83,0.0,0.0,0.0
2021-01-25,2021,4,244.0,4.0,36.925922,3.8872286,3.8872286,20.84,0.0,23.330000000000002,9.44,32.89,30.990000000000002,17.06,24.759999999999998,5.49,10.79,12.120000000000001,0.0,0.0,0.0
2021-02-01,2021,5,201.0,8.0,23.873148,5.6878478,5.6878478,20.55,0.0,25.57,9.32,28.22,31.04,17.58,26.1,2.99,11.72,10.72,0.0,0.0,0.0
2021-02-08,2021,6,172.0,2.0,16.562655,2.8122784000000003,2.8122784000000003,18.71,0.0,23.07,10.56,29.74,33.35,17.87,26.990000000000002,2.3200000000000003,11.35,8.41,0.0,0.0,0.0
2021-02-15,2021,7,137.0,5.0,23.493633,4.9729643,4.9729643,18.29,0.0,24.35,9.23,29.01,28.99,18.22,24.32,3.8600000000000003,11.7,11.27,0.0,0.0,0.0
2021-02-22,2021,8,178.0,2.0,15.364101,8.029596399999999,8.029596399999999,17.82,0.0,21.41,9.85,29.4,34.75,20.03,28.950000000000003,3.8,9.6,12.219999999999999,0.0,0.0,0.0
2021-03-01,2021,9,221.0,1.0,13.354674,7.7017652,7.7017652,19.669999999999998,0.0,24.13,10.25,32.01,33.22,17.51,27.72,3.84,9.91,13.6,0.0,0.0,0.0
2021-03-08,2021,10,333.0,2.0,29.209014,12.0785902,12.0785902,21.45,0.0,25.75,9.76,28.96,32.2,17.84,27.63,4.2,11.19,9.81,0.0,0.0,0.0
