Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,184
FINANCEINSURANCE,368
REALESTATERENTAL,44
SCIENTIFICTECHNICAL,164
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,671
EDUCATION,0
HEALTHCARE,3454
ART,0
FOOD,1244
OTHER,316
