Age,Number
AGE_0_9,7281
AGE_10_19,8131
AGE_20_29,7730
AGE_30_39,8019
AGE_40_49,7865
AGE_50_59,8961
AGE_60_69,7871
AGE_70_79,5024
AGE_80,2634
