Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,105
FINANCEINSURANCE,288
REALESTATERENTAL,33
SCIENTIFICTECHNICAL,231
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,414
EDUCATION,0
HEALTHCARE,1325
ART,58
FOOD,856
OTHER,273
