Age,Number
AGE_0_9,5305
AGE_10_19,6015
AGE_20_29,5457
AGE_30_39,4986
AGE_40_49,5038
AGE_50_59,6326
AGE_60_69,6382
AGE_70_79,4200
AGE_80,1998
