Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,144
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,2110
FINANCEINSURANCE,1750
REALESTATERENTAL,800
SCIENTIFICTECHNICAL,0
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,3080
EDUCATION,366
HEALTHCARE,21541
ART,1158
FOOD,8096
OTHER,2055
