Age,Number
AGE_0_9,21300
AGE_10_19,20049
AGE_20_29,20339
AGE_30_39,22177
AGE_40_49,18902
AGE_50_59,20816
AGE_60_69,16178
AGE_70_79,9773
AGE_80,6912
