Age,Number
AGE_0_9,1209
AGE_10_19,1384
AGE_20_29,1588
AGE_30_39,1628
AGE_40_49,1549
AGE_50_59,2337
AGE_60_69,2359
AGE_70_79,1605
AGE_80,1056
