Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,4024
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,27668
FINANCEINSURANCE,93516
REALESTATERENTAL,18875
SCIENTIFICTECHNICAL,86882
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,81390
EDUCATION,8263
HEALTHCARE,143909
ART,15691
FOOD,73216
OTHER,25569
