date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,4.65,,9.29,,4.65,,,3.68,,,,,,
2020-02-02,,,0.0,,,6.96,,8.46,,6.39,6.02,,4.33,,,,,,
2020-02-03,,,0.0,,,4.99,,9.64,,5.15,4.65,,3.32,,,,,,
2020-02-04,,,0.0,,,8.27,,8.78,,3.55,4.05,,,,,,,,
2020-02-05,,,0.0,,,5.0,,8.66,,5.5,3.66,,3.83,,,,,,
2020-02-06,,,0.0,,,5.54,,8.14,,3.64,4.33,,4.5,,,,,,
2020-02-07,,,0.0,,,5.46,,7.33,,3.75,4.43,,3.92,,,,,,
2020-02-08,,,0.0,,,4.36,,7.52,,,,,2.97,,,,,,
2020-02-09,,,0.0,,,3.24,,6.11,,5.54,5.54,,3.63,,,,,,
2020-02-10,,,0.0,,,6.47,,8.09,,4.37,4.04,,4.04,,,,,,
2020-02-11,,,0.0,,,,,6.39,,2.52,4.21,,3.37,,,,,,
2020-02-12,,,0.0,,,7.67,,6.67,,4.17,3.17,,3.17,,,,,,
2020-02-13,,,0.0,,,4.14,,5.69,,3.62,3.62,,3.28,,,,,,
2020-02-14,,,0.0,,,3.53,,7.06,,2.94,6.67,,,,,,,,
2020-02-15,,,0.0,,,5.45,,5.45,,3.43,4.44,,7.06,,,,,,
2020-02-16,,,0.0,,,4.1,,10.73,,4.1,3.71,,3.12,,,,,,
2020-02-17,,,0.0,,,,,7.13,,3.74,4.28,,3.74,,,,,,
2020-02-18,,,0.0,,,4.53,,7.61,,,5.02,,3.88,,,,,,
2020-02-19,,,0.0,,,4.35,,10.21,,3.52,3.85,,4.02,,,,,,
2020-02-20,0.0,0.0,0.0,,,4.77,,6.81,,4.43,4.77,,3.06,,,,,,
2020-02-21,0.0,0.0,0.0,,,4.6,,5.45,,2.9,3.92,,4.43,,,,,,
2020-02-22,0.0,0.0,0.0,,,,,5.34,,2.97,3.96,,4.36,,,,,,
2020-02-23,0.0,0.0,0.173962,,,3.88,,8.16,,3.69,5.25,,3.69,,,,,,
2020-02-24,0.0,0.0,0.825897,,,5.55,,8.74,,4.2,5.71,,7.06,,,,,,
2020-02-25,0.0,0.0,0.993617,,,6.21,,6.54,,4.09,4.41,,4.74,,,,,,
2020-02-26,0.0,0.0,0.775094,,,5.55,,8.15,,2.77,4.68,,3.29,,,,,,
2020-02-27,0.0,0.0,0.0,,,6.59,,8.6,,2.56,4.39,,2.74,,,,,,
2020-02-28,0.0,0.0,0.0,,,5.15,,6.35,,2.4,3.61,,4.81,,,,,,
2020-02-29,0.0,0.0,0.0,,,6.02,,7.18,,3.3,5.05,,5.63,,,,,,
2020-03-01,0.0,0.0,0.0,,,4.9,,5.65,,4.71,4.71,,4.71,,,,,,
2020-03-02,0.0,0.0,0.0,,,4.59,,8.2,,3.77,4.1,,3.77,,,,,,
2020-03-03,0.0,0.0,0.0,,,4.26,,7.38,,3.61,3.77,,3.94,,,,,,
2020-03-04,0.0,0.0,0.0,,,4.04,,9.37,,4.36,5.17,,,,,,,,
2020-03-05,0.0,0.0,0.0,,,3.84,,6.84,,3.51,4.84,,4.34,,,,,,
2020-03-06,0.0,0.0,0.0,,,3.21,,5.4,,5.06,3.21,,2.7,,,,,,
2020-03-07,0.0,0.0,0.0,,,4.96,,6.04,,3.23,4.53,,,,,,,,
2020-03-08,0.0,0.0,0.0,,,5.08,,4.86,,3.09,4.64,,,,,,,,
2020-03-09,0.0,0.0,0.0,,,7.86,,5.95,,,4.6,,,,,,,,
2020-03-10,0.0,0.0,0.0,,,4.72,,5.81,,3.45,5.26,,4.72,,,,,,
2020-03-11,0.0,0.0,0.0,,,7.04,,9.03,,3.61,2.53,,3.97,,,,,,
2020-03-12,0.0,0.0,0.0,,,6.43,,9.91,,3.48,3.65,,4.17,,,,,,
2020-03-13,0.0,0.0,0.0,,,5.37,,8.77,,,3.58,,3.04,,,,,,
2020-03-14,0.0,0.0,0.0,,,11.58,,11.58,,,3.1,,,,,,,,
2020-03-15,0.0,0.0,0.0,,,10.74,,11.53,,4.77,4.18,,4.97,,,,,,
2020-03-16,0.0,0.0,0.100355,,,13.91,,11.71,,2.93,,,2.93,,,,,,
2020-03-17,0.0,0.0,0.40461,,,12.84,,8.07,,4.77,3.85,,4.77,,,,,,
2020-03-18,0.0,0.0,0.643301,,,17.02,,12.59,,3.72,4.26,,3.72,,,,,,
2020-03-19,0.0,0.0,0.829882,,,16.21,,10.57,,5.29,3.0,,6.7,,,,,,
2020-03-20,0.0,0.0,1.704569,,,11.05,,9.65,,3.51,2.81,,4.74,,,,,,
2020-03-21,0.0,0.0,,,,11.33,,10.24,,3.66,2.92,,4.39,,,,,,
2020-03-22,0.0,0.0,,,,7.23,,9.95,,4.52,5.79,,4.52,,,,,,
2020-03-23,0.0,0.0,,,,10.77,,9.78,,3.98,2.32,,3.48,,,,,,
2020-03-24,1.0,0.0,3.618156,,,8.5,,7.48,,3.91,3.57,,5.61,,,,,,
2020-03-25,1.0,0.0,,,,8.93,,6.7,,3.26,5.15,,2.75,,,,,,
2020-03-26,3.0,0.0,,,,10.46,,8.1,,4.73,4.39,,3.21,,,,,,
2020-03-27,1.0,0.0,,,,11.34,,7.28,,3.89,4.06,,3.56,,,,,,
2020-03-28,1.0,0.0,,,,9.92,,6.67,,5.48,,,3.25,,,,,,
