date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,,,,8.71,,6.37,,5.7,5.7,,,,,,,,
2020-02-02,,,,,,8.21,,7.23,,5.25,6.57,,6.9,,,,,,
2020-02-03,,,,,,,,9.54,,3.82,6.27,,,,,,,,
2020-02-04,,,,,,5.07,,9.34,,5.34,5.6,,,,,,,,
2020-02-05,,,,,,7.34,,6.8,,,4.9,,,,,,,,
2020-02-06,,,,,,6.07,,9.38,,4.14,5.52,,4.14,,,,,,
2020-02-07,,,,,,4.05,,7.23,,,4.34,,,,,,,,
2020-02-08,,,,,,,,7.79,,7.11,,,5.08,,,,,,
2020-02-09,,,,,,5.75,,9.26,,,7.98,,,,,,,,
2020-02-10,,,,,,4.59,,11.33,,6.12,6.43,,,,,,,,
2020-02-11,,,,,,5.19,,7.37,,,6.28,,4.64,,,,,,
2020-02-12,,,,,,5.31,,7.7,,,5.84,,4.25,,,,,,
2020-02-13,,,,,,5.41,,8.11,,,3.79,,4.06,,,,,,
2020-02-14,,,,,,4.94,,10.17,,5.23,,,,,,,,,
2020-02-15,,,,,,,,7.79,,,9.73,,,,,,,,
2020-02-16,,,,,,5.51,,4.54,,,,,6.48,,,,,,
2020-02-17,,,,,,7.12,,5.01,,,4.49,,3.96,,,,,,
2020-02-18,,,,,,6.44,,6.17,,,,,4.29,,,,,,
2020-02-19,,,,,,3.76,,4.83,,4.3,4.3,,5.1,,,,,,
2020-02-20,0.0,0.0,,,,4.12,,5.21,,4.12,5.49,,4.39,,,,,,
2020-02-21,0.0,0.0,,,,,,4.34,,,5.5,,4.06,,,,,,
2020-02-22,0.0,0.0,,,,,,7.09,,4.73,,,4.73,,,,,,
2020-02-23,0.0,0.0,,,,8.69,,5.01,,4.68,7.35,,,,,,,,
2020-02-24,0.0,0.0,,,,5.7,,5.97,,,4.34,,4.89,,,,,,
2020-02-25,0.0,0.0,,,,6.47,,,,,5.39,,4.31,,,,,,
2020-02-26,0.0,0.0,,,,3.98,,8.48,,3.71,5.83,,3.98,,,,,,
2020-02-27,0.0,0.0,,,,5.76,,7.68,,,5.49,,4.12,,,,,,
2020-02-28,0.0,0.0,,,,,,8.73,,,5.07,,,,,,,,
2020-02-29,0.0,0.0,,,,,,6.21,,,,,6.54,,,,,,
2020-03-01,0.0,0.0,,,,5.14,,5.78,,,,,,,,,,,
2020-03-02,0.0,0.0,,,,5.19,,8.2,,,5.47,,,,,,,,
2020-03-03,0.0,0.0,,,,5.19,,7.53,,3.9,5.71,,,,,,,,
2020-03-04,0.0,0.0,,,,5.31,,4.51,,3.98,4.51,,3.72,,,,,,
2020-03-05,0.0,0.0,,,,4.6,,7.03,,4.33,,,5.41,,,,,,
2020-03-06,0.0,0.0,,,,6.09,,7.75,,4.15,,,4.15,,,,,,
2020-03-07,0.0,0.0,,,,4.93,,7.56,,,,,5.91,,,,,,
2020-03-08,0.0,0.0,,,,5.26,,7.56,,,,,,,,,,,
2020-03-09,0.0,0.0,,,,5.13,,3.59,,,4.36,,,,,,,,
2020-03-10,0.0,0.0,,,,5.68,,7.49,,,4.91,,4.39,,,,,,
2020-03-11,0.0,0.0,,,,6.78,,9.29,,4.52,6.02,,5.77,,,,,,
2020-03-12,0.0,0.0,,,,9.87,,12.21,,4.16,4.16,,5.2,,,,,,
2020-03-13,0.0,0.0,,,,10.97,,13.32,,,,,,,,,,,
2020-03-14,0.0,0.0,,,,11.61,,10.39,,4.89,5.19,,,,,,,,
2020-03-15,0.0,0.0,,,,14.9,,16.11,,,5.47,,,,,,,,
2020-03-16,0.0,0.0,,,,12.49,,19.55,,,5.7,,,,,,,,
2020-03-17,0.0,0.0,,,,13.53,,6.49,,,,,,,,,,,
2020-03-18,0.0,0.0,,,,18.64,,11.45,,5.33,4.0,,5.59,,,,,,
2020-03-19,0.0,0.0,,,,13.86,,12.26,,4.27,4.0,,,,,,,,
2020-03-20,0.0,0.0,,,,16.0,,10.58,,,,,,,,,,,
2020-03-21,0.0,0.0,,,,8.2,,10.18,,,4.52,,4.52,,,,,,
2020-03-22,0.0,0.0,,,,10.24,,9.41,,4.7,7.47,,5.81,,,,,,
2020-03-23,0.0,0.0,,,,12.63,,9.1,,,3.54,,,,,,,,
2020-03-24,0.0,0.0,,,,11.8,,6.17,,5.63,3.76,,,,,,,,
2020-03-25,0.0,0.0,,,,9.67,,7.32,,4.44,,,4.97,,,,,,
2020-03-26,0.0,0.0,,,,9.24,,7.13,,6.33,,,4.75,,,,,,
2020-03-27,0.0,0.0,,,,9.86,,8.0,,4.53,,,5.07,,,,,,
2020-03-28,0.0,0.0,,,,8.38,,8.12,,4.97,,,,,,,,,
2020-03-29,0.0,0.0,,,,6.51,,6.25,,5.73,,,6.51,,,,,,
2020-03-30,0.0,0.0,,,,8.08,,5.39,,5.63,3.43,,,,,,,,
2020-03-31,0.0,0.0,,,,8.79,,8.28,,4.27,3.51,,7.03,,,,,,
2020-04-01,0.0,0.0,,,,7.76,,5.51,,,,,,,,,,,
2020-04-02,0.0,0.0,,,,7.82,,6.25,,5.73,4.43,,,,,,,,
2020-04-03,0.0,0.0,,,,4.18,,4.7,,3.92,,,,,,,,,
2020-04-04,0.0,0.0,,,,6.35,,4.06,,4.32,,,,,,,,,
2020-04-05,0.0,0.0,,,,7.45,,7.72,,4.26,4.26,,3.99,,,,,,
2020-04-06,0.0,0.0,,,,6.74,,6.99,,4.49,,,,,,,,,
2020-04-07,1.0,0.0,,,,9.71,,6.72,,4.48,,,,,,,,,
2020-04-08,0.0,0.0,,,,5.44,,5.19,,4.45,,,5.44,,,,,,
