date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.121177,,,4.12,,7.59,1.81,4.12,3.58,2.89,4.09,0.62,0.81,1.58,,,
2020-02-02,,,0.219834,,,3.8,,6.57,1.51,3.95,3.69,2.84,3.4,,1.37,1.44,,,
2020-02-03,,,0.286592,,,4.82,,7.45,2.6,3.36,3.95,2.39,3.88,0.94,1.63,1.39,,,
2020-02-04,,,0.634069,,,4.64,,6.87,2.37,3.8,3.49,2.69,3.83,0.66,1.12,1.25,,,
2020-02-05,,,0.693914,,,4.46,,7.03,2.39,3.66,3.97,2.35,3.31,,1.41,0.98,,,
2020-02-06,,,0.654816,,,4.25,,6.5,2.28,2.69,4.15,2.59,3.44,0.54,1.16,1.29,,,
2020-02-07,,,0.344852,,,3.22,,6.09,1.88,3.68,4.25,2.76,4.0,,1.38,1.38,,,
2020-02-08,,,0.17675,,,3.76,,6.37,2.26,3.49,3.99,2.84,4.37,0.73,1.3,1.07,,,
2020-02-09,,,0.025175,,,4.22,,6.97,2.16,3.81,3.71,3.15,3.48,0.84,1.43,1.25,,,
2020-02-10,,,0.0,,,4.66,,6.97,2.58,3.47,3.81,2.86,3.54,0.82,1.6,1.22,,,
2020-02-11,,,0.042731,,,5.06,,6.76,2.29,4.23,4.26,2.74,3.54,0.8,1.07,1.14,,,
2020-02-12,,,0.186155,,,3.89,,5.61,2.1,3.68,4.54,2.48,4.06,1.2,1.62,1.51,,,
2020-02-13,,,0.327389,,,3.44,,5.79,1.68,3.16,3.82,2.35,3.16,0.63,1.58,1.44,,,
2020-02-14,,,0.390731,,,3.48,,5.5,2.41,3.21,3.48,2.1,3.13,,1.39,1.5,,,
