date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,4.79,,7.79,2.03,4.95,4.12,3.17,4.26,0.82,1.34,1.8,,,
2020-02-02,,,0.0,,,4.43,,7.16,2.2,4.27,4.25,3.41,4.45,0.73,0.9,1.74,,,
2020-02-03,,,0.0,,,4.95,,7.92,2.58,4.77,4.71,3.13,4.11,0.73,1.49,1.62,,,0.29
2020-02-04,,,0.0,,,5.08,,7.31,3.03,4.17,4.39,3.42,4.11,0.57,1.55,1.65,,,0.51
2020-02-05,,,0.0,,,4.97,,7.86,2.67,4.27,4.46,3.15,4.03,0.85,1.6,1.4,,,0.46
2020-02-06,,,0.0,,,4.91,,7.5,2.09,4.34,4.52,2.65,3.77,0.66,1.39,1.68,,,
2020-02-07,,,0.0,,,4.86,,6.28,2.39,3.89,4.15,2.96,4.27,0.81,1.15,1.6,,,
2020-02-08,,,0.0,,,4.84,,6.93,2.48,4.38,3.95,3.33,4.41,0.44,1.19,1.51,,,0.39
2020-02-09,,,0.0,,,4.98,,7.91,2.43,4.36,4.7,3.71,4.03,0.71,1.28,1.54,,,0.3
2020-02-10,,,0.0,,,5.28,,7.44,2.27,4.39,4.64,3.52,4.81,0.56,1.42,1.54,,,0.42
2020-02-11,,,0.0,,,4.96,,6.84,2.19,4.21,4.95,3.05,4.41,0.72,1.3,1.12,,,0.26
2020-02-12,,,0.0,,,4.81,,7.33,2.44,3.91,4.72,3.09,3.58,0.9,1.12,1.4,,,0.59
2020-02-13,,,0.0,,,4.43,,7.29,2.6,4.64,4.02,3.17,4.08,0.81,1.33,1.75,,,
2020-02-14,,,0.0,,,4.39,,6.6,2.39,4.13,3.9,2.96,3.9,0.41,1.16,1.59,,,0.9
2020-02-15,,,0.0,,,4.53,,7.23,2.35,4.86,4.05,3.73,3.84,0.78,1.1,1.54,,,0.41
2020-02-16,,,0.0,,,4.87,,7.46,2.74,4.76,4.8,3.19,4.65,0.73,1.42,1.97,,,
2020-02-17,,,0.0,,,5.48,,7.74,3.09,4.26,5.16,3.74,4.35,0.56,1.31,1.64,,,0.36
2020-02-18,,,0.0,,,4.42,,7.84,2.43,4.43,5.08,3.03,3.78,0.9,1.66,1.73,,,0.45
2020-02-19,,,0.0,,,4.97,,7.57,2.74,3.84,4.65,3.0,3.75,0.63,1.54,1.63,,,0.57
2020-02-20,0.0,0.0,0.0,,,4.48,,6.58,2.96,4.53,4.46,3.05,3.4,0.83,1.21,1.65,,,
2020-02-21,0.0,0.0,0.0,,,4.29,,6.57,2.37,4.3,4.13,2.41,3.68,0.74,1.08,1.64,,,0.39
2020-02-22,0.0,0.0,0.0,,,4.36,,7.23,2.56,4.08,4.13,3.5,3.69,0.65,0.98,1.94,,,0.4
2020-02-23,0.0,0.0,0.0,,,4.15,,6.86,2.51,4.15,4.03,2.69,4.26,0.78,1.39,2.04,,,0.54
2020-02-24,0.0,0.0,0.0,,,4.74,,7.93,2.9,4.65,5.45,3.28,4.43,1.07,1.46,2.06,,,0.46
2020-02-25,0.0,0.0,0.0,,,4.78,,7.38,2.53,4.05,4.84,3.01,3.82,0.88,1.29,1.67,,,0.52
2020-02-26,0.0,0.0,0.0,,,5.13,,7.67,2.38,4.93,4.35,3.12,3.26,0.91,1.47,1.72,,,0.29
2020-02-27,0.0,0.0,0.0,,,5.78,,8.4,2.69,3.64,4.42,2.97,3.9,0.82,1.57,1.34,,,0.43
2020-02-28,0.0,0.0,0.0,,,5.02,,8.03,2.55,4.75,3.72,3.08,3.72,0.54,1.21,1.67,,,0.4
2020-02-29,0.0,0.0,0.0,,,4.63,,7.67,2.0,4.39,3.96,3.72,4.2,0.7,1.25,1.09,,,
2020-03-01,0.0,0.0,0.0,,,5.1,,7.27,2.94,4.31,3.78,3.44,4.31,0.75,1.32,1.52,,,
2020-03-02,0.0,0.0,0.0,,,5.31,,8.15,3.4,4.26,4.43,3.36,3.93,0.64,1.54,1.69,,,
2020-03-03,0.0,0.0,0.0,,,5.66,,8.58,2.82,3.94,4.78,3.26,3.86,0.64,1.3,1.42,,,0.44
2020-03-04,0.0,0.0,0.0,,,5.26,,8.29,2.61,3.82,4.04,2.99,3.86,0.91,1.56,1.76,,,0.34
2020-03-05,0.0,0.0,0.0,,,4.77,,7.0,1.99,3.96,3.71,2.76,4.12,0.75,1.22,1.48,,,0.33
2020-03-06,0.0,0.0,0.0,,,4.63,,7.51,1.87,4.32,4.03,3.07,4.45,0.84,1.71,1.36,,,0.33
2020-03-07,0.0,0.0,0.0,,,4.75,,8.21,2.54,4.38,3.71,3.12,4.24,0.78,0.8,1.41,,,0.46
2020-03-08,0.0,0.0,0.0,,,4.86,,7.78,2.37,4.65,4.25,3.11,4.51,0.81,1.38,1.14,,,0.45
2020-03-09,0.0,0.0,0.0,,,5.41,,9.06,2.38,4.49,4.76,3.1,4.69,1.12,1.71,1.64,,,0.43
2020-03-10,0.0,0.0,0.0,,,6.06,,8.8,2.99,3.19,4.22,3.4,4.72,1.03,1.18,1.25,,,0.42
2020-03-11,0.0,0.0,0.0,,,8.23,,12.93,2.65,3.64,4.83,3.06,4.52,1.26,1.49,1.4,,,0.41
2020-03-12,0.0,0.0,0.0,,,9.38,,14.44,3.48,4.22,4.51,2.86,4.84,1.51,1.53,1.29,,,0.46
2020-03-13,0.0,0.0,0.0,,,9.01,,12.58,2.63,3.42,3.57,2.71,4.3,1.61,1.22,0.9,,,
2020-03-14,0.0,0.0,0.0,,,12.9,,14.31,3.82,3.77,4.07,3.05,4.54,1.27,1.47,1.56,,,0.38
2020-03-15,0.0,0.0,0.0,,,12.75,,12.69,3.47,3.73,3.29,2.92,4.49,1.4,1.74,1.42,,,0.52
2020-03-16,0.0,0.0,0.0,,,14.66,,13.28,3.52,4.45,3.85,2.53,3.81,1.49,1.65,1.19,,,0.36
2020-03-17,0.0,0.0,0.0,,,13.19,,12.72,4.0,3.3,3.83,2.58,4.14,1.65,1.55,1.46,,,0.58
2020-03-18,0.0,0.0,0.0,,,18.98,,10.63,3.66,4.79,3.51,2.77,4.62,1.93,1.95,1.28,,,0.38
2020-03-19,0.0,0.0,0.0,,,13.69,,10.81,3.43,4.38,3.67,2.59,4.86,1.56,1.96,1.14,,,0.3
2020-03-20,0.0,0.0,0.0,,,11.09,,10.02,2.95,3.82,2.48,2.64,4.98,1.71,1.84,1.01,,,0.29
2020-03-21,0.0,0.0,0.0,,,9.43,,9.6,3.08,4.01,2.97,2.53,4.2,1.38,1.95,1.19,,,0.36
2020-03-22,0.0,0.0,0.175143,,,10.9,,9.9,2.67,3.97,3.38,2.58,3.91,1.32,1.62,0.88,,,
2020-03-23,3.0,0.0,0.33455,,,12.33,,8.86,2.96,4.07,3.46,2.55,3.73,1.68,1.59,1.11,,,0.35
2020-03-24,0.0,0.0,0.477344,,,9.87,,9.33,2.73,3.85,3.93,2.44,3.97,1.63,1.63,1.24,,,0.35
2020-03-25,2.0,0.0,0.556535,,,10.14,,7.78,2.77,4.09,3.97,2.46,3.62,1.51,2.04,1.57,,,0.29
2020-03-26,5.0,0.0,0.536862,,,9.41,,8.72,2.8,4.41,3.74,2.28,4.24,1.88,2.13,1.05,,,0.42
2020-03-27,1.0,0.0,0.620115,,,9.63,,8.17,2.64,4.7,3.53,2.1,3.74,2.04,2.1,1.31,,,0.39
2020-03-28,4.0,0.0,0.747796,,,9.85,,7.32,2.21,4.8,3.3,2.12,3.71,1.65,1.61,1.61,,,0.41
2020-03-29,4.0,0.0,0.824677,,,8.14,,7.64,1.89,4.51,3.92,2.58,2.8,2.13,1.91,1.42,,,
2020-03-30,5.0,1.0,0.863966,,,8.6,,7.63,2.67,4.95,3.99,2.41,3.47,2.17,1.59,1.38,,,0.34
2020-03-31,0.0,0.0,0.809764,,,8.7,,7.3,2.37,3.92,3.22,2.31,3.6,1.54,2.03,1.49,,,0.49
2020-04-01,6.0,0.0,0.767768,,,8.8,,6.63,2.2,3.9,4.19,2.57,4.26,1.41,1.99,1.37,,,0.73
2020-04-02,4.0,0.0,0.770005,,,8.58,,5.92,1.75,4.6,3.86,2.41,4.09,1.4,1.38,1.28,,,
2020-04-03,6.0,0.0,0.449821,,,7.92,,5.75,2.01,3.9,3.6,1.83,3.34,1.35,1.73,0.95,,,0.32
2020-04-04,5.0,2.0,0.122728,,,7.74,,6.87,1.72,4.83,3.49,2.19,3.73,1.2,1.52,1.44,,,0.41
2020-04-05,8.0,0.0,0.151073,,,6.41,,6.28,1.71,3.47,3.64,1.97,3.62,1.48,2.12,1.16,,,0.32
2020-04-06,5.0,0.0,0.126379,0.0,0.0,7.16,,6.28,2.26,4.65,3.25,2.14,3.4,1.56,2.04,0.88,,,0.51
2020-04-07,6.0,1.0,0.101205,0.8252641,0.8252641,7.13,,5.79,1.83,4.16,3.77,2.06,3.65,1.65,1.79,0.99,,,
2020-04-08,3.0,2.0,0.20776,0.7434278,0.7434278,6.22,,4.49,1.87,3.88,3.26,2.24,3.59,1.29,1.27,1.09,,,0.35
2020-04-09,7.0,0.0,0.363818,0.5089911,0.5089911,5.51,,4.45,1.26,3.66,3.11,2.1,3.32,1.14,1.29,1.01,,,0.3
2020-04-10,3.0,1.0,0.371324,0.4078697,0.4078697,5.5,,4.73,1.55,3.95,3.57,2.18,3.19,0.92,1.62,1.28,,,
2020-04-11,2.0,0.0,0.533837,0.6170926,0.6170926,4.9,,4.39,1.44,4.31,2.91,1.88,2.96,0.63,1.6,1.33,,,
2020-04-12,5.0,0.0,0.743439,0.6304496,0.6304496,5.12,,4.2,1.42,3.74,3.85,2.76,3.39,1.49,1.32,1.84,,,0.42
2020-04-13,7.0,0.0,0.973063,0.7887416,0.7314567,4.8,,4.33,1.29,3.75,3.7,2.01,3.33,0.92,1.58,1.56,,,0.33
2020-04-14,3.0,1.0,1.231939,0.7125954,0.6005111,4.8,,4.28,1.27,3.47,3.82,1.75,3.25,1.16,1.21,1.42,,,0.31
2020-04-15,9.0,0.0,1.342243,0.9560479,0.8309375,5.01,,3.72,1.07,4.14,2.97,1.81,3.03,0.9,1.49,1.52,,,0.43
2020-04-16,15.0,0.0,1.242751,1.0570893,0.9236098,4.39,,4.19,1.52,4.23,3.35,2.31,3.04,0.79,1.19,1.14,,,0.29
2020-04-17,12.0,1.0,1.169655,1.0263674,0.8889654,4.97,,3.77,1.2,4.12,3.11,1.86,3.04,1.03,1.56,1.29,,,0.29
2020-04-18,24.0,0.0,1.277752,0.9835771,0.8560684,4.04,,3.8,1.17,3.86,3.03,2.32,3.03,1.07,1.41,1.64,,,
2020-04-19,12.0,0.0,1.536451,0.9102077,0.8008645,4.61,,3.74,1.38,3.8,3.56,2.4,3.74,0.71,1.3,1.28,,,0.47
2020-04-20,19.0,0.0,1.792417,0.8293197,0.8085493,4.29,,3.95,1.1,4.02,4.17,1.5,3.21,0.86,1.5,1.57,,,0.29
2020-04-21,16.0,1.0,2.659202,1.038409,1.0545043,4.45,,3.63,1.02,3.79,3.61,2.41,3.38,1.22,1.47,1.23,,,0.55
2020-04-22,11.0,1.0,3.163263,0.4465796,0.4622146,4.92,,3.53,1.47,4.58,3.51,2.2,3.35,0.84,1.18,1.52,,,0.32
2020-04-23,17.0,0.0,3.840326,0.4716654,0.4875279,4.79,,4.4,1.3,4.02,3.45,2.23,3.54,0.88,1.43,1.3,,,0.29
2020-04-24,37.0,0.0,5.166151,0.568448,0.5840761,4.07,,4.22,1.41,3.64,3.6,2.34,2.69,0.99,1.55,1.08,,,0.27
2020-04-25,14.0,0.0,5.758533,0.5630976,0.5785589,4.3,,3.75,1.45,3.89,3.34,2.17,3.18,0.86,1.45,1.33,,,0.39
2020-04-26,12.0,0.0,6.092682,0.6174465,0.6329093,3.12,,3.83,1.24,3.66,2.99,1.96,3.31,0.88,1.94,1.62,,,0.32
2020-04-27,8.0,1.0,6.316131,0.5755574,0.5755574,4.88,,4.07,1.33,3.82,3.54,2.28,3.31,0.86,1.59,1.21,,,0.27
2020-04-28,27.0,0.0,6.984949,0.2781984,0.2511532,4.68,,3.36,1.52,3.77,3.55,2.4,2.84,0.89,1.15,1.5,,,0.39
2020-04-29,21.0,0.0,7.119687,0.2882464,0.3333977,4.92,,3.77,1.16,3.86,3.86,2.12,3.56,1.03,1.51,1.44,,,0.28
2020-04-30,16.0,1.0,6.768957,0.2653816,0.3101108,4.03,,3.58,0.85,3.49,3.52,2.13,3.16,0.94,1.34,1.43,,,0.36
2020-05-01,41.0,5.0,7.738383,0.4430527,0.4113349,3.46,,3.64,0.76,3.6,3.64,2.06,3.04,0.7,1.32,0.99,,,0.49
2020-05-02,37.0,0.0,6.901786,0.4815956,0.4497657,3.83,,3.17,0.92,4.35,3.32,2.11,3.01,0.77,1.47,1.23,,,
2020-05-03,14.0,0.0,6.231574,0.530023,0.4984286,3.53,,2.82,1.1,4.11,3.75,1.98,2.71,1.18,1.31,1.23,,,0.45
2020-05-04,24.0,4.0,5.532125,0.5323549,0.5006212,3.85,,2.99,1.08,3.57,3.09,2.06,3.29,0.8,0.99,1.01,,,0.3
2020-05-05,9.0,0.0,4.927659,0.4684554,0.4653763,6.4,,3.65,1.28,3.35,4.46,1.89,3.04,0.75,1.16,1.3,,,0.39
2020-05-06,50.0,1.0,4.098432,0.462661,0.3842588,5.14,,2.52,0.95,3.92,3.46,2.3,3.16,0.79,1.34,1.38,,,0.41
2020-05-07,22.0,2.0,3.377959,0.5678732,0.4887047,5.14,,2.99,1.09,4.01,3.48,2.39,3.05,0.73,1.24,1.22,,,0.34
2020-05-08,12.0,0.0,3.273099,0.2939582,0.2939582,5.23,,3.38,1.28,3.77,3.68,1.94,2.94,0.64,1.23,1.28,,,0.3
2020-05-09,18.0,2.0,3.393192,0.2414486,0.2414486,5.44,,2.83,1.13,3.88,3.8,1.57,3.25,0.82,1.22,1.28,,,
2020-05-10,10.0,2.0,3.453468,0.1289584,0.1289584,5.28,,2.75,1.06,3.84,3.53,1.96,3.32,0.6,1.08,1.44,,,
2020-05-11,21.0,3.0,3.454729,0.1923051,0.1923051,7.83,,3.38,1.23,3.34,3.65,2.07,3.23,0.64,1.21,1.23,,,0.4
2020-05-12,14.0,4.0,3.02636,0.3126616,0.3126616,6.11,,3.2,1.04,4.08,3.9,1.95,2.76,0.91,1.29,1.48,,,0.49
2020-05-13,7.0,0.0,2.674013,0.3159647,0.3159647,5.58,,2.75,1.03,3.44,3.71,2.22,3.14,0.86,1.47,0.9,,,
2020-05-14,26.0,4.0,2.456229,0.201524,0.201524,6.5,,3.23,0.77,3.47,3.36,2.08,2.85,0.75,1.63,1.13,,,0.29
2020-05-15,10.0,1.0,2.888821,0.470723,0.438898,5.09,,2.67,1.09,3.43,3.28,2.02,3.24,0.72,1.22,1.2,,,0.27
2020-05-16,28.0,1.0,2.192878,0.481278,0.4494657,3.94,,2.56,0.73,3.67,3.34,2.31,2.87,0.67,1.02,1.47,,,0.67
2020-05-17,0.0,0.0,1.549256,0.4796949,0.4479788,3.98,,2.44,0.93,3.96,3.47,2.12,3.15,0.56,1.39,1.45,,,
2020-05-18,12.0,0.0,1.040619,0.6042741,0.5721732,4.62,,2.65,1.23,3.81,3.77,2.48,3.21,0.54,1.09,1.41,,,
2020-05-19,20.0,2.0,1.042886,0.4890412,0.456573,4.92,,2.76,0.99,3.28,3.75,2.48,3.61,0.76,1.12,1.56,,,0.39
2020-05-20,12.0,1.0,0.848498,0.4823479,0.4503047,3.38,,2.75,1.27,3.81,3.54,1.9,3.48,0.67,1.31,1.34,,,
2020-05-21,11.0,0.0,0.604794,0.8787346,0.8474946,3.75,,2.48,1.08,3.73,3.42,2.24,3.3,0.61,1.2,1.59,,,
2020-05-22,16.0,2.0,0.716768,0.6116281,0.6540496,3.54,,2.08,0.78,4.04,3.42,2.0,3.36,0.5,1.1,1.18,,,
2020-05-23,15.0,0.0,0.981269,0.6281911,0.6700718,2.95,,2.19,0.59,4.18,2.93,2.29,3.02,0.87,1.11,1.3,,,
2020-05-24,4.0,0.0,1.198613,0.6465856,0.6883129,3.02,,2.37,0.73,3.87,3.52,2.11,2.81,0.75,1.1,1.34,,,0.38
2020-05-25,4.0,2.0,1.359932,0.5309675,0.572297,3.28,,1.85,1.18,3.48,3.32,1.92,3.44,0.54,1.09,1.41,,,0.34
2020-05-26,1.0,2.0,1.442345,0.7475874,0.7879093,3.66,,3.26,0.85,4.12,3.45,2.09,3.15,0.53,1.33,1.37,,,0.38
2020-05-27,12.0,0.0,1.402051,0.7552339,0.7959767,3.18,,2.17,1.2,3.7,4.06,2.39,3.29,0.58,1.42,1.66,,,0.34
2020-05-28,6.0,3.0,1.487557,0.4192515,0.4607064,3.86,,2.73,1.03,3.88,3.5,2.19,3.26,0.79,1.22,1.44,,,0.43
2020-05-29,13.0,0.0,1.743422,0.5776058,0.5776058,3.1,,2.05,0.83,3.72,2.82,2.09,2.88,0.7,1.51,1.05,,,
2020-05-30,1.0,0.0,1.57546,0.5502099,0.5502099,2.6,,1.81,1.04,3.44,2.96,2.26,3.53,0.95,1.18,1.24,,,0.59
2020-05-31,10.0,1.0,1.392439,0.5471498,0.5471498,2.69,,2.22,1.07,3.51,3.49,2.0,3.0,0.73,1.29,1.47,,,
2020-06-01,0.0,2.0,1.218643,0.5406235,0.502334,2.82,,2.58,0.67,3.16,2.82,1.85,2.94,0.69,1.35,1.23,,,
2020-06-02,4.0,1.0,0.991414,0.3950344,0.35593,3.13,,2.12,0.8,3.65,3.96,1.74,2.77,0.74,1.2,1.76,,,0.31
2020-06-03,2.0,0.0,0.830932,0.477763,0.4386967,3.45,,2.24,1.02,3.45,4.17,2.02,3.19,0.4,1.25,1.28,,,0.3
