date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,,,7.72,,,,,,,,,,,
2020-02-02,,,0.0,,,8.3,,9.88,,,,,,,,,,,
2020-02-03,,,0.0,,,,,11.7,,,,,,,,,,,
2020-02-04,,,0.0,,,7.01,,5.53,,,6.64,,,,,,,,
2020-02-05,,,0.0,,,6.55,,9.1,,,,,,,,,,,
2020-02-06,,,0.0,,,7.5,,6.43,,,,,,,,,,,
2020-02-07,,,0.0,,,6.6,,6.97,,,,,,,,,,,
2020-02-08,,,0.0,,,6.65,,7.07,,,,,,,,,,,
2020-02-09,,,0.0,,,,,10.15,,,8.93,,,,,,,,
2020-02-10,,,0.0,,,7.1,,8.16,,,,,,,,,,,
2020-02-11,,,0.0,,,5.05,,8.67,,,,,,,,,,,
2020-02-12,,,0.0,,,,,6.42,,,,,,,,,,,
2020-02-13,,,0.0,,,5.06,,6.87,,,7.59,,,,,,,,
2020-02-14,,,0.0,,,5.29,,8.47,,,,,,,,,,,
2020-02-15,,,0.0,,,,,9.64,,,,,,,,,,,
2020-02-16,,,0.0,,,5.1,,8.74,,,,,,,,,,,
2020-02-17,,,,,,,,16.34,,,5.68,,,,,,,,
2020-02-18,,,0.0,,,,,13.62,,,,,,,,,,,
2020-02-19,,,0.0,,,,,7.27,,,6.23,,,,,,,,
2020-02-20,0.0,0.0,0.0,,,6.62,,11.51,,,,,,,,,,,
2020-02-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2020-02-22,0.0,0.0,0.0,,,,,6.27,,,,,,,,,,,
2020-02-23,0.0,0.0,0.0,,,,,9.74,,,,,,,,,,,
2020-02-24,0.0,0.0,0.0,,,,,7.21,,,,,,,,,,,
2020-02-25,0.0,0.0,0.0,,,8.07,,10.28,,,7.71,,,,,,,,
2020-02-26,0.0,0.0,0.0,,,7.15,,5.72,,,,,,,,,,,
2020-02-27,0.0,0.0,0.0,,,8.99,,10.06,,,,,,,,,,,
2020-02-28,0.0,0.0,0.0,,,5.43,,8.93,,,,,,,,,,,
2020-02-29,0.0,0.0,,,,,,,,,,,,,,,,,
2020-03-01,0.0,0.0,,,,,,11.28,,,,,,,,,,,
2020-03-02,0.0,0.0,,,,5.92,,8.36,,,,,,,,,,,
2020-03-03,0.0,0.0,,,,,,8.82,,,5.29,,,,,,,,
2020-03-04,0.0,0.0,,,,,,9.81,,,7.71,,,,,,,,
2020-03-05,0.0,0.0,0.0,,,,,14.06,,,,,,,,,,,
2020-03-06,0.0,0.0,0.0,,,6.56,,6.56,,,6.17,,,,,,,,
2020-03-07,0.0,0.0,0.0,,,,,7.08,,,,,,,,,,,
2020-03-08,0.0,0.0,0.287224,,,,,13.22,,,7.25,,,,,,,,
2020-03-09,0.0,0.0,0.962944,,,5.9,,11.11,,,,,,,,,,,
2020-03-10,0.0,0.0,1.387503,,,,,10.22,,,,,,,,,,,
2020-03-11,0.0,0.0,1.381982,,,10.87,,16.3,,,,,,,,,,,
2020-03-12,0.0,0.0,0.219887,,,12.12,,15.15,,,,,,,,,,,
2020-03-13,0.0,0.0,0.0,,,13.03,,12.7,,,4.68,,,,,,,,
2020-03-14,0.0,0.0,0.0,,,12.35,,15.82,,,,,,,,,,,
2020-03-15,0.0,0.0,0.0,,,17.39,,15.5,,,,,,,,,,,
2020-03-16,0.0,0.0,0.0,,,17.95,,15.75,,,,,,,,,,,
