date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,5.17,,7.72,2.81,3.52,3.75,3.92,4.37,0.76,1.92,1.92,,,
2020-02-02,,,0.0,,,5.32,,8.13,2.64,4.62,3.96,3.69,4.13,,1.85,1.45,,,
2020-02-03,,,0.0,,,4.92,,8.32,2.35,4.25,4.14,3.65,4.25,0.71,1.72,1.42,,,
2020-02-04,,,0.0,,,4.93,,8.3,2.0,3.96,4.45,3.45,4.33,0.56,1.11,1.7,,,
2020-02-05,,,0.0,,,5.12,,8.11,2.28,4.15,4.56,3.21,3.92,,1.31,1.61,,,
2020-02-06,,,0.0,,,5.33,,7.58,3.13,3.53,5.08,3.31,3.83,0.74,1.29,1.4,,,
2020-02-07,,,0.0,,,5.05,,7.36,2.32,3.51,4.11,3.33,3.92,,0.93,1.2,,,
2020-02-08,,,0.0,,,5.05,,6.72,2.57,4.6,4.15,3.79,5.42,,1.58,1.26,,,
2020-02-09,,,0.0,,,6.16,,7.35,2.49,4.81,4.18,3.38,3.21,0.72,1.52,1.69,,,
2020-02-10,,,0.0,,,5.11,,10.1,2.2,4.52,5.97,2.99,4.21,1.06,1.53,1.57,,,
2020-02-11,,,0.0,,,5.84,,8.62,2.59,4.37,5.1,3.81,5.07,0.56,1.33,1.33,,,
2020-02-12,,,0.0,,,5.25,,7.23,2.24,4.33,5.21,3.23,3.93,0.51,1.54,1.18,,,
2020-02-13,,,0.0,,,4.64,,7.2,2.28,4.03,4.3,3.21,3.37,,1.7,1.47,,,
2020-02-14,,,0.0,,,4.41,,6.53,1.68,4.14,3.62,3.62,4.63,,1.06,1.06,,,
2020-02-15,,,0.0,,,4.76,,7.83,2.52,4.44,4.9,3.89,3.3,0.69,1.19,1.47,,,
2020-02-16,,,0.0,,,4.8,,7.66,2.72,4.58,4.08,3.76,3.76,,1.09,2.08,,,
2020-02-17,,,0.0,,,5.35,,7.61,1.93,4.45,4.49,3.58,3.75,,1.03,2.06,,,
2020-02-18,,,0.0,,,5.18,,8.2,1.86,3.87,4.69,3.06,4.43,0.89,1.94,1.79,,,
2020-02-19,,,0.0,,,4.78,,6.85,1.77,3.95,5.12,3.54,4.14,,1.32,1.51,,,
2020-02-20,0.0,0.0,0.0,,,5.22,,7.01,1.98,5.18,5.18,3.32,4.06,0.71,1.64,1.57,,,
2020-02-21,0.0,0.0,0.0,,,4.21,,7.05,2.01,3.64,3.98,3.49,3.75,0.61,0.72,1.63,,,
2020-02-22,0.0,0.0,0.121794,,,4.28,,6.12,2.07,4.55,4.05,2.97,3.92,,1.4,1.49,,,
2020-02-23,0.0,0.0,0.42281,,,4.27,,7.2,2.58,4.22,4.54,3.11,4.45,0.98,1.29,0.89,,,
2020-02-24,0.0,0.0,0.687325,,,5.26,,6.74,2.11,4.74,4.89,3.81,3.93,0.81,1.04,1.0,,,
2020-02-25,0.0,0.0,1.017556,,,4.48,,7.12,2.2,3.67,4.66,3.23,4.44,0.55,1.61,1.54,,,
2020-02-26,0.0,0.0,1.281,,,5.13,,7.02,2.47,4.26,3.78,3.49,4.11,1.09,1.31,1.53,,,
2020-02-27,0.0,0.0,1.424595,,,5.06,,7.33,1.91,3.41,4.03,3.67,4.4,0.84,1.25,1.65,,,
2020-02-28,0.0,0.0,1.360944,,,3.77,,6.03,1.73,3.39,3.35,3.13,4.14,,0.64,1.13,,,
2020-02-29,0.0,0.0,1.250106,,,3.46,,6.46,2.06,4.44,3.41,2.65,3.68,,1.26,1.26,,,
2020-03-01,0.0,0.0,1.123367,,,5.0,,8.14,2.92,3.72,4.16,3.67,4.6,,1.5,1.64,,,
2020-03-02,0.0,0.0,0.964806,,,4.29,,6.29,2.77,3.92,5.07,3.26,3.92,1.04,1.59,2.0,,,
2020-03-03,0.0,0.0,0.842584,,,4.59,,7.76,2.33,4.45,4.63,2.44,4.12,0.87,1.57,1.82,,,
2020-03-04,0.0,0.0,0.776809,,,4.34,,7.05,2.41,3.56,5.45,2.82,3.71,0.59,1.26,1.41,,,
2020-03-05,0.0,0.0,0.708518,,,4.41,,7.2,2.02,4.74,4.81,2.61,4.15,0.73,1.47,1.32,,,
2020-03-06,0.0,0.0,0.554598,,,3.26,,6.66,1.96,3.18,4.33,3.33,3.89,0.52,1.55,1.59,,,
2020-03-07,0.0,0.0,0.413121,,,4.85,,9.24,1.42,3.7,4.34,3.06,5.21,,1.37,0.96,,,
2020-03-08,0.0,0.0,0.288129,,,5.16,,6.66,2.35,3.67,4.26,3.8,3.53,0.63,0.77,1.4,,,
2020-03-09,0.0,0.0,0.189993,,,5.46,,8.03,2.42,4.66,4.95,3.43,4.63,1.01,0.98,1.26,,,
2020-03-10,0.0,0.0,0.084163,,,4.36,,7.03,1.69,3.64,4.33,2.77,3.46,1.04,1.66,1.3,,,
2020-03-11,0.0,0.0,0.063437,,,6.35,,10.62,2.69,4.02,4.88,3.81,4.77,1.0,1.22,1.08,,,
2020-03-12,0.0,0.0,0.122549,,,7.91,,12.42,2.55,3.74,3.95,2.76,5.21,1.08,1.5,1.54,,,
2020-03-13,0.0,0.0,0.0,,,8.54,,11.61,2.99,3.17,3.86,2.2,4.29,0.51,1.51,1.01,,,
2020-03-14,0.0,0.0,0.0,,,9.78,,13.04,3.73,3.95,4.12,2.79,4.76,0.73,1.59,1.33,,,
2020-03-15,0.0,0.0,0.0,,,10.12,,12.45,3.68,4.15,4.7,2.16,4.78,1.52,1.65,1.23,,,
2020-03-16,0.0,0.0,0.0,,,12.55,,12.97,4.06,3.83,3.87,2.58,4.86,1.59,0.87,0.68,,,
2020-03-17,0.0,0.0,0.0,,,12.84,,10.97,3.25,4.62,3.36,2.68,3.33,1.34,1.49,0.8,,,
2020-03-18,0.0,0.0,0.0,,,18.71,,11.45,4.03,3.92,4.03,1.86,3.47,1.94,1.64,1.42,,,
2020-03-19,0.0,0.0,0.0,,,13.21,,11.03,3.18,3.11,3.63,2.22,5.22,1.22,2.15,1.22,,,
2020-03-20,0.0,0.0,0.0,,,10.36,,11.18,3.58,3.84,3.5,2.35,4.81,1.56,1.9,1.34,,,
2020-03-21,0.0,0.0,0.102822,,,9.11,,9.44,2.88,3.44,3.12,2.02,3.04,1.54,1.94,1.74,,,
2020-03-22,0.0,0.0,0.501961,,,9.7,,9.03,2.87,3.61,4.12,2.67,4.2,0.9,1.61,1.26,,,
2020-03-23,1.0,0.0,0.836325,,,10.87,,9.01,2.56,3.89,3.79,1.82,2.7,1.54,2.1,1.16,,,
2020-03-24,2.0,0.0,1.049087,,,10.1,,9.74,2.4,4.25,3.71,2.51,3.92,2.11,1.96,0.91,,,
