date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,5.36,,8.41,2.46,4.45,4.17,3.6,4.72,0.64,1.34,1.6,,,0.61
2020-02-02,,,0.0,,,5.22,,7.99,2.42,4.54,4.23,3.57,4.67,0.79,1.25,1.5,,,0.4
2020-02-03,,,0.0,,,5.41,,8.95,3.36,4.59,5.35,3.31,4.55,0.67,1.53,1.64,,,0.4
2020-02-04,,,0.0,,,5.57,,8.8,3.26,4.24,5.17,3.72,4.73,0.94,1.15,1.62,,,0.53
2020-02-05,,,0.0,,,6.06,,8.63,3.41,4.58,5.52,3.49,4.7,0.48,1.67,1.86,,,0.82
2020-02-06,,,0.0,,,5.81,,7.74,2.46,4.62,4.52,3.16,5.24,0.64,1.31,1.52,,,0.42
2020-02-07,,,0.0,,,5.06,,6.99,2.4,4.33,3.95,3.18,4.39,0.52,1.33,1.87,,,0.32
2020-02-08,,,0.0,,,5.17,,7.96,2.88,3.91,4.45,3.96,4.03,0.52,1.45,1.17,,,0.42
2020-02-09,,,0.0,,,6.33,,8.07,2.59,4.03,4.42,3.61,4.61,0.63,1.31,1.5,,,0.41
2020-02-10,,,0.0,,,5.67,,8.27,3.15,4.63,4.93,3.92,4.63,0.76,1.61,1.44,,,0.32
2020-02-11,,,0.0,,,5.73,,7.61,2.85,4.55,5.12,3.58,4.47,0.65,1.43,1.94,,,0.59
2020-02-12,,,0.0,,,5.15,,7.28,2.95,3.99,4.53,3.25,4.51,0.34,1.18,1.85,,,0.5
2020-02-13,,,0.0,,,5.21,,7.64,3.03,3.96,4.16,2.85,4.08,0.59,1.8,1.38,,,0.48
2020-02-14,,,0.0,,,4.61,,7.69,2.01,3.33,3.7,2.69,3.6,0.72,0.83,1.53,,,0.35
2020-02-15,,,0.0,,,5.43,,8.28,2.71,4.64,3.71,3.37,4.34,0.39,1.35,1.6,,,0.33
2020-02-16,,,0.0,,,6.19,,7.41,2.64,4.86,4.57,3.79,4.35,0.58,1.35,1.66,,,0.51
2020-02-17,,,0.0,,,5.78,,8.36,2.98,3.75,5.34,4.01,4.3,0.67,1.31,1.82,,,0.54
2020-02-18,,,0.110574,,,5.78,,7.76,3.17,4.44,5.07,3.21,4.66,0.72,1.3,1.95,,,0.3
2020-02-19,,,0.229513,,,5.44,,6.97,2.61,4.71,5.08,2.85,3.82,0.71,1.35,1.57,,,0.36
2020-02-20,0.0,0.0,0.243579,,,5.13,,7.1,2.42,3.69,5.37,3.23,4.21,0.58,1.27,1.79,,,
2020-02-21,0.0,0.0,0.102416,,,4.93,,6.47,2.57,4.8,4.06,3.36,4.67,0.5,0.91,1.67,,,0.34
2020-02-22,0.0,0.0,0.0,,,4.1,,6.36,2.05,4.43,4.24,3.36,5.38,0.65,1.12,1.86,,,
2020-02-23,0.0,0.0,0.0,,,5.47,,7.33,2.87,4.16,4.29,3.2,4.58,0.93,1.13,1.62,,,0.36
2020-02-24,0.0,0.0,0.0,,,5.76,,7.23,2.83,4.5,5.18,3.5,3.92,0.72,1.56,1.71,,,0.36
2020-02-25,0.0,0.0,0.0,,,5.09,,7.49,2.75,4.08,5.5,3.26,4.59,0.67,1.05,1.55,,,0.51
2020-02-26,0.0,0.0,0.0,,,5.34,,8.45,3.14,4.35,5.03,3.06,4.32,0.71,1.12,1.48,,,
2020-02-27,0.0,0.0,0.0,,,6.42,,7.49,3.12,3.49,4.5,3.47,4.23,0.72,1.2,1.68,,,0.34
2020-02-28,0.0,0.0,0.0,,,4.74,,6.37,2.62,4.55,4.05,3.12,4.17,0.62,0.99,1.45,,,0.34
2020-02-29,0.0,0.0,0.0,,,5.89,,7.77,2.5,3.73,3.82,3.29,4.98,0.62,1.71,1.73,,,
2020-03-01,0.0,0.0,0.0,,,6.13,,8.14,3.88,4.19,4.48,3.35,4.57,0.62,1.46,1.7,,,0.41
2020-03-02,0.0,0.0,0.0,,,5.6,,8.22,3.43,3.74,4.48,3.37,4.07,0.93,1.36,1.53,,,
2020-03-03,0.0,0.0,0.0,,,5.59,,8.18,2.54,4.29,4.68,3.17,4.62,0.65,1.14,1.59,,,
2020-03-04,0.0,0.0,0.0,,,5.64,,7.67,2.52,3.93,4.51,3.18,3.89,0.62,1.26,1.39,,,
2020-03-05,0.0,0.0,0.0,,,4.95,,6.89,2.77,4.86,4.33,3.31,4.1,0.66,1.32,1.68,,,
2020-03-06,0.0,0.0,0.0,,,4.75,,7.63,2.52,3.73,3.54,3.18,3.99,0.53,1.34,1.65,,,0.38
2020-03-07,0.0,0.0,0.0,,,5.61,,8.76,2.98,4.29,3.61,3.46,4.22,0.61,1.0,1.22,,,
2020-03-08,0.0,0.0,0.0,,,4.98,,7.27,2.15,3.31,4.22,2.8,3.8,,1.46,1.57,,,0.35
2020-03-09,0.0,0.0,0.0,,,6.12,,8.82,2.68,4.36,5.19,3.15,4.88,0.77,1.34,1.5,,,0.39
2020-03-10,0.0,0.0,0.0,,,6.35,,8.97,2.31,3.52,4.14,3.27,4.48,0.73,1.54,1.25,,,0.49
2020-03-11,0.0,0.0,0.0,,,7.52,,12.14,2.81,3.49,4.28,3.15,5.08,1.09,1.16,1.31,,,0.47
2020-03-12,0.0,0.0,0.0,,,9.53,,13.56,3.16,3.44,4.37,3.01,4.48,1.27,1.34,1.49,,,
2020-03-13,0.0,0.0,0.0,,,9.63,,12.92,3.0,3.04,3.81,2.65,4.2,1.39,1.55,1.01,,,
2020-03-14,0.0,0.0,0.0,,,11.74,,13.81,3.9,3.66,4.04,2.87,4.72,1.06,1.51,1.35,,,0.36
2020-03-15,1.0,0.0,0.0,,,13.59,,13.39,3.73,3.88,3.52,2.98,3.8,1.34,1.51,1.36,,,0.39
2020-03-16,0.0,0.0,0.0,,,15.77,,12.76,3.4,3.11,3.21,2.39,3.66,1.56,1.36,1.28,,,0.33
2020-03-17,0.0,0.0,0.0,,,14.82,,12.54,4.17,3.16,3.5,2.38,3.77,2.12,1.38,1.2,,,
2020-03-18,0.0,0.0,0.0,,,19.81,,11.93,4.31,3.94,3.69,2.36,3.92,1.78,1.76,1.2,,,0.45
2020-03-19,0.0,0.0,0.0,,,15.5,,10.42,3.21,3.75,3.21,2.02,4.68,1.79,1.75,1.48,,,0.51
2020-03-20,0.0,0.0,0.071177,,,11.56,,9.79,3.52,3.59,3.48,2.39,4.47,1.72,1.38,1.3,,,0.29
2020-03-21,1.0,0.0,0.220916,,,10.09,,9.08,3.24,3.87,3.38,2.63,3.57,1.45,1.62,0.99,,,0.44
2020-03-22,4.0,0.0,0.354668,,,10.92,,9.52,2.83,3.99,3.46,2.13,3.21,1.69,1.61,1.32,,,0.33
2020-03-23,5.0,0.0,0.457353,,,10.71,,8.37,2.44,3.34,2.79,1.96,3.34,1.49,1.65,1.15,,,
2020-03-24,4.0,0.0,0.509107,,,9.97,,8.55,2.94,3.98,3.6,2.05,2.96,1.78,1.82,1.27,,,0.46
2020-03-25,1.0,0.0,0.344961,,,9.0,,7.84,2.5,3.64,3.11,2.06,3.43,1.59,1.38,1.19,,,0.28
2020-03-26,2.0,0.0,0.182696,,,9.18,,7.63,2.61,3.78,3.67,1.96,3.59,1.76,1.91,1.3,,,0.32
2020-03-27,3.0,0.0,0.137873,,,7.91,,6.86,2.3,4.04,3.68,2.06,3.32,1.17,1.32,1.28,,,0.34
2020-03-28,2.0,0.0,0.098479,,,8.37,,6.75,1.8,4.45,3.17,2.18,4.0,1.64,1.74,1.39,,,
2020-03-29,2.0,0.0,0.0,,,6.57,,6.57,1.99,4.29,3.69,1.82,3.1,1.82,1.59,1.11,,,0.4
2020-03-30,3.0,0.0,0.0,,,8.33,,6.13,2.11,4.13,3.4,2.11,2.86,1.38,1.95,1.63,,,0.27
2020-03-31,3.0,0.0,0.0,,,7.24,,7.37,1.69,4.34,3.39,2.23,2.76,1.54,1.8,1.4,,,0.4
2020-04-01,0.0,0.0,0.0,,,7.4,,5.51,1.85,4.71,3.33,2.09,3.18,1.42,1.98,1.49,,,0.35
2020-04-02,4.0,0.0,0.0,,,6.99,,6.03,2.14,3.93,4.06,1.94,3.17,1.24,1.65,1.13,,,0.36
2020-04-03,2.0,0.0,0.0,,,6.88,,4.74,2.18,4.08,3.81,1.81,3.01,1.24,1.38,1.38,,,
2020-04-04,2.0,0.0,0.0,,,5.72,,5.19,1.86,4.13,3.09,1.84,3.05,1.0,2.19,1.41,,,
2020-04-05,5.0,0.0,0.0,,,5.41,,5.16,1.97,3.62,3.25,1.87,2.46,1.12,1.46,1.0,,,0.3
2020-04-06,0.0,0.0,0.0,,,6.5,,5.82,1.83,4.31,3.38,2.04,3.31,1.23,1.23,1.34,,,0.34
2020-04-07,8.0,0.0,0.0,1.4648058,1.4237041,6.43,,4.43,1.78,3.8,3.37,1.78,3.54,1.21,1.17,1.08,,,0.38
2020-04-08,3.0,0.0,0.0,1.5808089,1.5547934,5.03,,4.32,1.66,3.71,3.58,1.83,3.67,1.49,1.66,1.14,,,
2020-04-09,4.0,1.0,0.0,1.2801135,1.2513022,5.16,,4.16,1.8,3.65,3.12,1.87,3.1,0.85,1.18,1.29,,,0.31
2020-04-10,2.0,0.0,0.232707,1.0659812,1.0358765,4.64,,4.33,1.57,3.59,3.11,1.89,2.67,0.85,1.17,1.65,,,0.28
2020-04-11,3.0,1.0,0.548188,0.9718247,0.9404876,4.65,,4.09,1.4,3.97,3.44,1.58,3.33,0.66,1.4,1.6,,,0.29
2020-04-12,2.0,0.0,0.841415,0.9961974,1.0019203,4.42,,3.24,1.28,3.86,3.48,2.0,3.22,1.08,1.24,1.52,,,0.44
2020-04-13,1.0,0.0,1.072402,0.9459881,0.9072627,4.3,,3.44,1.11,3.49,3.63,1.62,2.7,0.73,1.4,1.54,,,
2020-04-14,0.0,0.0,1.410819,0.7381539,0.7229131,4.61,,4.06,1.46,3.69,3.62,1.86,3.06,1.0,1.28,1.79,,,0.33
2020-04-15,7.0,0.0,1.718311,0.5852331,0.549189,4.79,,3.46,1.5,3.31,3.22,2.07,2.95,0.74,1.4,1.22,,,0.24
2020-04-16,8.0,0.0,1.921797,0.4295671,0.3902606,5.13,,3.36,1.35,3.47,3.49,1.38,2.82,0.84,1.28,1.23,,,0.44
2020-04-17,6.0,3.0,1.764976,0.4405135,0.4004077,4.67,,3.61,1.0,3.61,3.22,2.1,2.94,0.72,1.11,1.43,,,0.34
2020-04-18,10.0,0.0,1.596928,0.392524,0.4216443,4.25,,3.83,1.43,3.99,3.58,1.67,2.54,1.07,1.39,1.29,,,0.3
2020-04-19,9.0,0.0,2.059208,0.2846333,0.3214829,3.61,,3.71,1.24,3.5,3.91,1.87,3.1,0.98,1.49,1.24,,,0.29
2020-04-20,12.0,2.0,2.465814,0.1963412,0.2738297,4.33,,3.56,1.34,4.01,3.47,1.99,2.94,1.2,1.37,1.69,,,
2020-04-21,10.0,0.0,2.857227,0.2648919,0.333856,4.06,,3.35,1.35,3.54,3.54,1.79,3.13,0.99,1.44,1.34,,,
2020-04-22,20.0,0.0,3.164571,0.2109071,0.2983182,3.91,,3.27,1.14,3.77,3.21,1.99,2.95,0.66,1.06,1.27,,,0.28
2020-04-23,12.0,0.0,3.333737,0.2412678,0.3314158,4.32,,3.4,1.38,3.74,3.31,1.95,3.0,0.89,1.31,1.22,,,0.37
2020-04-24,6.0,1.0,3.678092,0.2567235,0.3473591,3.71,,3.11,1.11,3.29,3.2,2.12,2.85,0.83,1.34,0.97,,,
2020-04-25,6.0,0.0,4.000223,0.2538601,0.272582,3.73,,3.25,1.17,4.14,2.74,1.97,2.99,0.59,1.35,1.33,,,
2020-04-26,7.0,1.0,4.431462,0.1966302,0.2151454,3.51,,3.3,1.54,4.29,3.49,2.07,3.06,0.74,1.37,1.33,,,0.29
2020-04-27,11.0,0.0,4.353754,0.1850767,0.2040007,4.67,,2.57,0.96,4.16,3.63,1.93,3.31,0.87,1.24,1.4,,,
2020-04-28,19.0,0.0,4.072465,0.0900804,0.1094979,4.11,,2.39,1.07,3.65,3.87,2.22,2.87,0.56,1.3,1.37,,,0.35
2020-04-29,14.0,0.0,3.613764,0.1221736,0.1221736,4.84,,3.19,0.76,4.02,3.49,1.87,2.7,0.81,1.39,1.32,,,
2020-04-30,12.0,0.0,3.008229,0.243147,0.2419555,4.34,,3.11,0.82,3.63,3.11,1.95,3.06,0.54,1.29,1.39,,,
2020-05-01,18.0,2.0,2.578346,0.3274163,0.3262207,3.7,,2.37,0.93,3.53,2.64,1.84,3.1,0.48,0.89,1.36,,,
2020-05-02,7.0,1.0,2.173352,0.4039109,0.4027011,3.89,,2.13,0.88,3.86,3.62,1.89,2.85,0.75,1.19,1.25,,,
2020-05-03,14.0,0.0,1.769327,0.3959324,0.39337,3.69,,2.02,0.79,3.52,3.31,1.66,3.27,0.79,1.31,1.53,,,
2020-05-04,6.0,0.0,1.451627,0.4015637,0.3770994,3.98,,2.81,1.07,3.52,3.29,1.81,2.94,0.7,1.05,1.48,,,
2020-05-05,14.0,0.0,1.153343,0.3846336,0.3556017,5.4,,3.11,1.09,3.43,3.45,1.78,3.2,0.76,1.34,1.15,,,0.34
2020-05-06,18.0,2.0,0.920669,0.4856464,0.4569034,5.34,,2.87,1.04,2.89,3.35,1.9,3.24,0.58,1.28,1.23,,,
2020-05-07,18.0,3.0,0.752397,0.3634825,0.3319895,4.85,,2.54,1.06,3.24,3.96,1.98,3.0,0.52,1.28,1.15,,,
2020-05-08,22.0,0.0,0.620559,0.2684407,0.2357569,5.38,,2.77,0.87,2.73,3.41,1.84,2.84,0.59,1.06,1.13,,,0.33
2020-05-09,20.0,2.0,0.450698,0.1992057,0.1661952,5.19,,2.78,1.07,4.14,3.0,1.87,3.03,0.58,1.32,1.34,,,
2020-05-10,15.0,0.0,0.199979,0.2055687,0.1896611,4.74,,2.42,1.29,3.43,2.92,1.88,2.98,0.56,1.47,1.29,,,0.3
2020-05-11,32.0,0.0,0.077376,0.1799451,0.1879036,13.07,,3.14,0.99,3.76,3.47,1.61,3.12,0.66,1.04,1.57,,,0.36
2020-05-12,10.0,1.0,0.026075,0.1769277,0.1908286,7.45,,2.78,1.07,3.55,3.87,1.71,2.9,0.77,1.01,1.22,,,0.3
2020-05-13,14.0,1.0,0.139072,0.0175111,0.0312478,7.1,,2.88,1.23,3.28,3.55,1.52,2.78,0.61,1.04,1.25,,,0.29
2020-05-14,39.0,2.0,0.425103,0.019319,0.0376373,6.47,,2.43,1.24,4.02,3.22,1.87,3.26,0.68,1.1,1.23,,,0.29
2020-05-15,18.0,1.0,0.655535,0.0252691,0.043923,4.81,,2.26,0.88,3.6,3.21,2.12,3.1,0.84,0.94,1.54,,,0.27
2020-05-16,17.0,0.0,0.85263,0.0249229,0.0435204,3.88,,2.11,1.02,3.72,3.54,2.02,3.01,0.43,1.16,1.36,,,
2020-05-17,13.0,0.0,1.000784,0.0517631,0.029938,3.91,,2.85,0.87,3.64,3.52,1.47,3.33,0.68,1.08,1.3,,,
2020-05-18,27.0,0.0,1.115153,0.079988,0.0573135,4.52,,2.94,1.06,3.62,3.82,2.05,3.13,0.63,1.24,1.26,,,0.45
2020-05-19,15.0,1.0,0.985005,0.0799062,0.0572559,4.45,,3.0,0.99,4.07,3.7,2.15,2.96,0.79,1.29,1.27,,,0.26
2020-05-20,43.0,1.0,0.92841,0.0851922,0.0628662,3.86,,2.56,0.86,3.33,2.78,2.27,3.27,0.78,1.47,0.96,,,
2020-05-21,16.0,0.0,0.854116,0.0774518,0.054173,3.7,,2.26,0.84,3.4,3.64,2.34,3.52,0.7,1.06,1.48,,,0.36
2020-05-22,25.0,0.0,0.974892,0.0865125,0.0636465,3.17,,2.25,0.96,3.66,3.29,1.76,3.15,0.69,0.69,1.23,,,0.35
2020-05-23,16.0,0.0,0.916408,0.0887581,0.0652955,3.27,,2.38,0.89,3.56,3.32,2.07,3.34,0.46,1.08,1.56,,,
2020-05-24,23.0,0.0,0.981162,0.1110236,0.1110236,3.2,,2.23,0.8,3.9,3.24,2.28,3.08,0.89,1.34,1.2,,,
2020-05-25,13.0,1.0,1.116437,0.0830994,0.0830994,3.21,,2.52,0.65,3.57,3.68,2.12,3.3,0.67,1.03,1.74,,,
2020-05-26,5.0,2.0,1.223898,0.1616235,0.1616235,3.4,,2.22,1.18,3.72,3.23,1.88,2.89,0.61,1.18,1.48,,,
2020-05-27,1.0,2.0,1.720771,0.1499814,0.1499814,3.3,,2.55,1.09,2.81,3.63,1.74,3.24,0.79,1.2,1.12,,,0.36
2020-05-28,29.0,0.0,2.167372,0.1477039,0.1477039,3.57,,2.04,1.46,3.53,4.11,1.66,3.35,0.79,0.86,1.59,,,0.34
