date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,5.06,0.18,7.41,2.38,4.22,3.86,3.01,3.92,0.61,1.07,1.53,0.14,0.17,0.34
2020-02-02,,,0.0,,,5.13,0.29,6.68,2.47,4.0,4.09,3.29,4.15,0.59,1.16,1.49,0.21,,0.35
2020-02-03,,,0.0,,,5.41,0.2,7.11,2.35,4.01,4.21,3.32,4.19,0.69,1.16,1.63,0.22,0.24,0.39
2020-02-04,,,0.0,,,5.2,0.25,7.3,2.58,3.94,4.24,3.11,3.98,0.67,1.37,1.51,0.3,0.2,0.39
2020-02-05,,,0.0,,,5.08,0.28,6.85,2.75,3.89,4.23,2.93,3.83,0.76,1.23,1.49,0.29,0.16,0.36
2020-02-06,,,0.0,,,4.84,0.36,7.3,2.48,3.84,4.3,2.86,3.93,0.68,1.22,1.36,0.18,0.15,0.38
2020-02-07,,,0.0,,,4.51,0.3,7.06,2.08,3.88,4.09,2.98,3.72,0.67,1.06,1.43,0.2,,0.35
2020-02-08,,,0.01038,,,4.65,0.23,7.66,2.22,3.88,3.91,3.41,4.17,0.51,1.39,1.59,0.21,,0.33
2020-02-09,,,0.259722,,,4.82,0.34,7.3,2.4,4.0,4.35,2.92,3.94,0.59,1.28,1.45,0.18,0.26,0.34
2020-02-10,,,0.457501,,,5.26,0.24,7.37,2.52,4.05,5.06,2.93,3.99,0.66,1.46,1.57,0.3,0.25,0.48
2020-02-11,,,0.633434,,,4.98,0.28,6.95,2.54,4.09,4.41,2.93,4.18,0.73,1.21,1.32,0.3,0.17,0.4
2020-02-12,,,0.622686,,,4.86,0.3,6.68,2.26,4.25,4.07,2.71,3.76,0.76,1.04,1.45,0.28,0.13,0.36
2020-02-13,,,0.482464,,,4.64,0.28,6.65,2.39,3.48,3.6,2.66,3.99,0.63,1.13,1.48,0.16,0.21,0.39
2020-02-14,,,0.41817,,,4.17,0.26,6.11,2.14,3.16,3.48,2.8,3.44,0.48,1.12,1.27,0.17,,0.28
2020-02-15,,,0.136402,,,4.63,0.29,6.99,2.26,4.11,3.61,3.03,3.73,0.57,1.19,1.29,0.12,,0.34
2020-02-16,,,0.0,,,5.06,0.3,7.69,2.21,4.38,4.19,3.45,4.12,0.63,1.23,1.69,0.19,,0.36
2020-02-17,,,0.0,,,5.3,0.23,7.32,2.5,4.22,4.04,3.34,4.31,0.69,1.44,1.44,0.28,0.14,0.34
2020-02-18,,,0.0,,,5.2,0.39,7.03,2.28,3.94,4.58,2.92,4.04,0.77,1.26,1.55,0.2,0.25,0.51
2020-02-19,,,0.0,,,4.33,0.29,7.39,2.35,3.9,4.2,2.86,3.83,0.65,1.12,1.45,0.18,0.25,0.39
2020-02-20,0.0,0.0,0.0,,,4.11,0.19,6.5,2.5,4.0,4.33,2.72,3.79,0.64,1.16,1.23,0.22,0.28,0.32
2020-02-21,0.0,0.0,0.0,,,4.17,0.27,6.14,2.0,3.9,3.6,2.68,3.99,0.54,1.08,1.26,0.17,0.2,0.39
2020-02-22,0.0,0.0,0.0,,,4.73,0.35,6.61,2.3,3.75,3.87,3.14,4.2,0.54,1.17,1.39,,0.18,0.29
2020-02-23,0.0,0.0,0.0,,,4.58,0.19,6.44,2.18,4.1,4.23,3.24,4.14,0.74,1.39,1.54,0.22,0.21,0.39
2020-02-24,0.0,0.0,0.0,,,4.44,0.28,6.1,2.31,4.36,4.31,3.08,4.21,0.93,1.42,1.67,0.24,0.18,0.42
2020-02-25,0.0,0.0,0.0,,,4.49,0.21,7.19,2.55,4.05,4.55,2.83,3.85,0.65,1.27,1.37,0.28,0.23,0.46
2020-02-26,0.0,0.0,0.0,,,4.74,0.26,7.21,2.06,4.07,4.4,2.82,4.01,0.83,1.23,1.55,0.22,0.22,0.45
2020-02-27,0.0,0.0,0.0,,,5.7,0.23,7.3,2.44,3.94,4.16,2.77,4.1,0.59,1.18,1.68,0.29,0.22,0.44
2020-02-28,0.0,0.0,0.0,,,4.36,0.12,6.62,1.97,3.66,3.59,2.94,3.81,0.48,1.13,1.39,0.22,0.15,0.38
2020-02-29,0.0,0.0,0.0,,,4.5,0.26,6.96,2.31,3.93,3.58,3.22,4.2,0.66,1.21,1.39,0.21,,0.3
2020-03-01,0.0,0.0,0.0,,,4.65,0.24,7.3,2.71,3.94,3.9,3.38,4.15,0.56,1.23,1.53,0.18,0.13,0.37
2020-03-02,0.0,0.0,0.0,,,4.79,0.23,7.15,2.94,3.4,4.03,3.13,4.25,0.71,1.24,1.69,0.18,0.21,0.46
2020-03-03,0.0,0.0,0.0,,,4.82,0.23,7.57,2.14,3.79,4.19,2.81,4.24,0.59,1.45,1.46,0.42,0.31,0.38
2020-03-04,0.0,0.0,0.0,,,4.9,0.31,7.42,2.41,3.58,3.99,3.0,3.53,0.71,1.19,1.26,0.48,0.12,0.36
2020-03-05,0.0,0.0,0.0,,,4.36,0.2,6.47,2.19,3.68,4.19,2.98,3.89,0.85,1.28,1.44,0.25,0.14,0.28
2020-03-06,0.0,0.0,0.0,,,4.64,0.27,7.04,2.22,3.54,3.3,3.16,4.02,0.67,1.13,1.43,0.27,0.17,0.27
2020-03-07,0.0,0.0,0.0,,,4.78,0.22,7.19,2.21,3.85,3.75,2.94,3.83,0.68,1.03,1.25,0.32,0.21,0.25
2020-03-08,0.0,0.0,0.0,,,5.22,0.2,6.87,2.15,3.5,3.85,3.28,4.13,0.73,1.15,1.04,0.33,0.17,0.25
2020-03-09,0.0,0.0,0.0,,,5.64,0.28,7.49,2.5,3.58,4.05,2.92,4.04,0.93,1.32,1.39,0.32,0.16,0.39
2020-03-10,0.0,0.0,0.0,,,5.49,0.21,7.72,2.12,3.59,4.05,2.51,3.97,0.7,1.32,1.22,0.45,0.15,0.44
2020-03-11,0.0,0.0,0.0,,,7.95,0.44,11.22,2.97,3.44,4.42,2.68,4.33,1.25,1.29,1.33,0.4,,0.27
2020-03-12,3.0,0.0,0.0,,,9.5,0.56,12.65,3.29,3.4,3.68,2.98,4.49,1.18,1.33,1.32,0.26,0.13,0.46
2020-03-13,0.0,0.0,0.0,,,10.82,0.63,13.37,3.6,2.97,3.34,2.5,4.24,1.61,1.3,0.95,0.11,0.11,0.33
2020-03-14,0.0,0.0,0.0,,,13.42,0.65,13.46,3.83,3.53,3.52,2.85,4.12,1.33,1.32,1.14,0.24,0.19,0.29
2020-03-15,2.0,0.0,0.0,,,13.46,0.84,12.22,3.8,3.72,3.68,2.94,4.51,1.31,1.2,1.36,0.19,0.18,0.37
2020-03-16,0.0,0.0,0.0,,,15.01,0.72,12.22,3.69,3.42,3.47,2.5,3.25,1.88,1.44,1.11,0.17,0.1,0.27
2020-03-17,0.0,0.0,0.0,,,14.28,0.8,11.15,3.98,3.29,3.13,2.47,3.45,1.81,1.57,1.02,0.2,0.11,0.33
2020-03-18,0.0,0.0,0.0,,,19.24,0.89,11.01,3.98,4.24,3.25,2.13,3.87,1.97,1.47,1.13,0.23,0.17,0.43
2020-03-19,2.0,0.0,0.143157,,,14.79,0.88,10.78,3.2,4.15,3.23,2.4,4.74,1.77,1.8,1.34,0.3,0.14,0.3
2020-03-20,5.0,0.0,0.274824,,,11.2,0.55,9.42,3.18,3.48,3.04,2.15,4.27,1.6,1.56,1.17,0.17,0.12,0.23
2020-03-21,9.0,0.0,0.455411,,,9.59,0.57,9.27,3.06,3.67,3.3,2.1,3.59,1.56,1.61,1.35,0.15,,0.22
2020-03-22,1.0,0.0,0.585819,,,10.62,0.65,9.3,2.59,3.98,3.27,2.24,3.43,1.38,1.61,1.06,,0.12,0.41
2020-03-23,6.0,0.0,0.67577,,,11.29,0.79,7.94,2.87,3.36,2.69,2.01,3.21,1.54,1.73,1.02,0.2,0.15,0.24
2020-03-24,3.0,0.0,0.802261,,,9.0,0.61,8.13,2.37,3.73,3.17,1.93,3.33,1.65,1.65,1.18,0.17,0.14,0.35
2020-03-25,5.0,0.0,0.919245,,,8.87,0.53,7.17,2.01,3.71,3.12,2.31,3.67,1.46,1.59,1.21,0.2,,0.37
2020-03-26,5.0,0.0,1.384041,,,9.2,0.54,7.16,2.31,3.35,3.48,2.05,3.4,1.53,1.64,1.27,0.17,0.16,0.33
2020-03-27,4.0,0.0,1.699789,,,8.2,0.52,6.75,2.32,3.75,3.13,1.85,3.29,1.5,1.6,1.14,0.17,0.18,0.27
2020-03-28,8.0,0.0,1.85573,,,8.08,0.51,6.67,1.97,4.13,3.23,2.2,3.18,1.57,1.75,1.22,0.17,,0.36
2020-03-29,19.0,0.0,1.984458,,,6.64,0.42,6.44,2.05,3.95,3.32,1.98,3.25,1.76,1.8,1.19,0.16,0.15,0.26
2020-03-30,24.0,1.0,2.052351,,,7.76,0.35,6.58,1.95,3.79,3.56,2.19,3.07,1.57,1.93,1.14,0.22,0.14,0.29
2020-03-31,12.0,0.0,2.37775,,,7.54,0.42,6.63,1.91,4.03,3.44,2.0,3.17,1.5,1.89,1.33,0.18,0.1,0.38
2020-04-01,11.0,1.0,2.902704,,,7.47,0.38,5.92,2.06,4.11,3.6,1.9,3.19,1.45,1.58,1.41,0.17,0.2,0.53
2020-04-02,6.0,0.0,3.321513,,,7.36,0.52,5.82,1.97,4.32,3.97,1.78,3.29,1.37,1.66,1.02,0.12,0.18,0.21
2020-04-03,11.0,0.0,3.756415,,,6.8,0.46,5.65,1.67,3.79,3.05,1.71,2.76,1.23,1.59,0.98,0.15,0.13,0.26
2020-04-04,17.0,0.0,3.805123,,,6.45,0.45,5.46,1.87,3.88,3.37,1.94,3.16,1.1,1.71,1.2,0.16,0.13,0.2
2020-04-05,12.0,1.0,3.760255,,,5.85,0.38,5.46,1.71,4.03,3.46,1.93,3.25,1.27,1.54,1.35,0.14,,0.28
2020-04-06,12.0,2.0,3.660637,0.5557959,0.4298758,6.8,0.41,5.57,1.66,4.11,3.31,2.12,2.99,1.39,1.48,1.25,0.17,,0.31
2020-04-07,10.0,1.0,3.235452,0.8780815,0.8150648,6.39,0.45,4.98,1.96,4.17,3.42,1.76,3.17,1.4,1.52,1.21,0.25,0.12,0.32
2020-04-08,20.0,2.0,2.907115,0.6087421,0.5784068,5.88,0.34,4.33,1.72,3.99,3.42,2.08,3.16,1.06,1.45,1.15,0.29,0.15,0.28
2020-04-09,26.0,1.0,2.675565,0.736271,0.716195,5.26,0.35,4.31,1.4,3.43,2.97,2.1,3.23,1.04,1.5,1.33,0.18,0.14,0.21
2020-04-10,17.0,4.0,2.434153,0.6605308,0.6443525,4.86,0.4,3.96,1.5,3.57,3.26,1.76,2.8,0.92,1.42,1.19,0.16,0.1,0.19
2020-04-11,20.0,0.0,1.953959,0.5724706,0.5583435,4.64,0.28,3.68,1.56,3.91,2.95,2.17,3.29,1.05,1.29,1.47,,,0.34
2020-04-12,17.0,0.0,1.542329,0.6156338,0.5940217,4.42,0.24,3.77,1.44,3.65,3.27,2.03,3.19,0.97,1.42,1.19,0.16,0.18,0.26
2020-04-13,24.0,0.0,1.198654,0.6674269,0.6561026,4.29,0.23,3.54,1.28,3.63,3.24,1.77,2.88,0.92,1.43,1.29,0.28,0.11,0.3
2020-04-14,14.0,1.0,1.039064,0.5579121,0.5579121,4.46,0.26,3.65,1.25,3.82,3.35,2.07,3.03,0.74,1.48,1.29,0.28,0.16,0.34
2020-04-15,29.0,2.0,1.10263,0.713043,0.713043,4.64,0.35,3.35,1.16,3.48,3.06,1.67,2.91,0.91,1.41,1.2,0.28,0.18,0.32
2020-04-16,31.0,1.0,1.371078,0.6083989,0.6083989,4.57,0.32,3.31,1.17,3.69,3.36,1.89,2.77,0.78,1.39,0.96,0.22,0.11,0.34
2020-04-17,45.0,3.0,1.530459,0.5670803,0.5670803,4.51,0.15,3.35,1.28,3.86,3.15,2.11,3.07,0.71,1.27,0.99,0.23,0.11,0.29
2020-04-18,30.0,3.0,1.499178,0.6068391,0.5984825,3.58,0.18,3.7,1.38,4.12,3.48,1.96,2.85,0.81,1.19,1.4,0.14,,0.21
2020-04-19,43.0,1.0,1.377283,0.7046387,0.707797,3.62,0.25,3.21,1.14,3.85,3.76,1.82,3.24,0.86,1.21,1.16,0.16,,0.37
2020-04-20,47.0,0.0,1.273021,0.6136829,0.6166615,4.44,0.27,3.46,1.23,3.44,3.14,1.98,2.89,0.93,1.25,1.14,0.21,0.15,0.18
2020-04-21,76.0,1.0,1.542556,0.6121419,0.6149644,4.87,0.14,3.39,1.21,3.38,3.3,1.97,2.98,0.84,1.31,1.14,0.25,0.14,0.33
2020-04-22,131.0,0.0,2.189016,0.7408212,0.7528419,4.44,0.21,3.3,1.03,3.68,3.47,2.02,3.21,0.78,1.3,1.2,0.21,0.14,0.2
2020-04-23,58.0,2.0,2.663793,0.6671104,0.6793795,5.02,0.21,3.35,1.08,3.91,3.71,2.04,3.13,0.81,1.31,1.25,0.19,0.15,0.27
2020-04-24,91.0,2.0,2.689691,0.9364336,0.9442031,4.2,0.19,3.22,1.3,3.62,2.97,1.96,2.62,0.66,1.49,1.21,0.15,0.19,0.28
2020-04-25,23.0,3.0,2.38936,0.8713093,0.9066712,3.83,,3.47,1.18,3.89,3.4,2.07,2.94,0.8,1.39,1.32,0.13,0.2,0.27
2020-04-26,102.0,0.0,2.162593,0.7634188,0.737184,3.67,0.17,3.13,1.2,4.05,3.42,1.96,2.97,0.71,1.46,1.32,0.2,0.12,0.41
2020-04-27,69.0,1.0,2.009827,0.7854279,0.7708581,4.7,0.2,3.29,1.11,3.64,3.49,2.0,2.99,0.86,1.28,1.07,0.19,,0.35
2020-04-28,205.0,0.0,2.188872,0.7952529,0.857182,4.53,0.36,2.92,1.17,3.63,3.29,1.79,2.87,0.72,1.15,1.2,0.22,0.12,0.27
2020-04-29,90.0,0.0,2.418101,0.5253129,0.577678,4.53,0.13,3.16,1.25,3.74,3.33,1.8,3.09,0.75,1.38,1.28,0.2,0.19,0.29
2020-04-30,84.0,0.0,2.600059,0.5213726,0.5389249,4.2,0.13,2.99,1.03,3.53,3.21,1.79,3.1,0.84,1.26,1.16,0.23,0.21,0.34
2020-05-01,121.0,3.0,2.487633,0.3000564,0.3219556,3.78,0.15,2.95,1.04,3.45,3.06,1.8,2.82,0.67,1.19,1.05,0.34,0.15,0.33
2020-05-02,97.0,0.0,2.347936,0.3882588,0.3844002,3.23,0.18,3.05,1.18,3.45,3.26,1.83,3.03,0.55,1.07,0.98,0.18,,0.32
2020-05-03,89.0,3.0,2.147009,0.3867609,0.4404456,3.25,0.13,2.9,0.93,3.73,3.42,2.0,3.1,0.64,1.28,1.12,0.18,0.2,0.38
2020-05-04,68.0,0.0,2.137699,0.3891609,0.431126,3.72,0.2,2.88,1.09,3.13,3.72,1.88,3.03,0.78,1.32,1.16,0.21,0.1,0.24
2020-05-05,60.0,1.0,2.491401,0.3449505,0.3098828,5.33,0.2,3.11,1.03,3.3,3.38,1.93,2.92,0.71,1.24,1.15,0.28,0.18,0.26
2020-05-06,102.0,0.0,2.484449,0.4392434,0.4034029,4.84,0.12,2.97,0.81,3.31,3.56,1.82,2.86,0.74,1.32,1.37,0.19,0.13,0.29
2020-05-07,60.0,1.0,2.242164,0.4321971,0.4321971,5.03,0.22,2.98,0.97,3.25,3.77,1.89,2.74,0.88,0.99,1.14,0.16,0.14,0.29
2020-05-08,59.0,0.0,2.001722,0.5542634,0.376002,5.11,0.17,2.93,0.95,3.44,3.4,1.8,3.02,0.82,1.27,1.32,0.17,0.29,0.3
2020-05-09,78.0,0.0,1.638648,0.513478,0.3484229,4.94,0.17,2.49,0.87,3.26,3.13,1.82,2.92,0.54,1.07,1.3,0.13,0.13,0.32
2020-05-10,68.0,0.0,1.342779,0.590873,0.4271104,4.75,0.17,2.67,1.04,3.76,3.06,1.96,2.62,0.76,1.08,1.34,0.2,,0.27
2020-05-11,51.0,1.0,1.240741,0.6131521,0.4501247,11.42,0.21,3.27,1.08,3.53,3.5,1.86,2.96,0.76,1.47,1.24,0.17,0.16,0.33
2020-05-12,84.0,3.0,1.330014,0.7104963,0.5033615,7.08,0.15,2.96,1.06,3.69,3.74,1.96,2.79,0.79,1.18,1.21,0.17,0.1,0.35
2020-05-13,30.0,2.0,2.383892,0.7483294,0.5432888,6.09,0.28,2.83,1.15,3.26,3.47,1.97,3.01,0.61,1.26,1.33,0.26,0.13,0.36
2020-05-14,181.0,1.0,2.512215,0.7394846,0.5347735,5.79,0.2,2.84,1.05,3.54,3.41,1.88,2.91,0.8,1.24,1.23,0.16,0.14,0.32
2020-05-15,78.0,5.0,2.294229,0.5940063,0.560938,5.17,0.24,2.5,1.03,3.56,3.58,2.12,3.05,0.74,1.11,1.42,0.14,0.14,0.25
2020-05-16,61.0,1.0,2.363061,0.6176587,0.5721282,3.9,,2.5,1.07,3.61,3.21,2.2,2.98,0.68,1.27,1.45,0.12,0.14,0.23
2020-05-17,59.0,1.0,2.514832,0.6091308,0.5638858,3.76,0.13,2.76,0.99,3.48,3.2,2.06,3.06,0.64,1.13,1.15,0.14,0.17,0.23
2020-05-18,43.0,1.0,2.58894,0.5693818,0.5233586,4.51,0.27,2.54,0.97,3.25,3.55,2.11,3.06,0.88,1.23,1.25,0.21,0.11,0.35
2020-05-19,66.0,2.0,2.709997,0.4097891,0.4097891,4.39,0.18,2.59,0.98,3.19,3.87,2.21,3.22,0.77,1.21,1.15,0.22,0.21,0.29
2020-05-20,102.0,2.0,2.195949,0.3050869,0.3050869,3.63,0.13,2.23,0.76,3.5,3.37,1.84,2.88,0.7,1.2,1.28,0.19,0.11,0.37
2020-05-21,109.0,2.0,2.151823,0.2936625,0.2936625,3.91,0.22,2.53,0.97,3.42,3.45,2.05,2.83,0.68,1.16,1.33,0.11,0.13,0.26
2020-05-22,86.0,3.0,2.922464,0.2802105,0.2802105,3.45,0.21,2.53,1.1,3.19,3.49,1.98,3.1,0.6,1.01,1.12,0.26,,0.31
2020-05-23,77.0,2.0,2.488302,0.286562,0.286562,2.96,0.16,2.42,0.89,3.38,3.37,1.78,2.93,0.79,1.01,1.35,0.14,,0.19
2020-05-24,51.0,0.0,2.190892,0.2000169,0.2000169,3.2,,2.43,0.93,3.04,3.42,2.19,3.18,0.69,0.97,1.28,0.17,,0.32
2020-05-25,26.0,1.0,1.950436,0.1689118,0.1776116,3.38,0.14,2.43,0.99,3.25,3.62,1.82,3.16,0.7,0.96,1.32,0.26,0.12,0.36
2020-05-26,35.0,4.0,1.883785,0.2140539,0.2228848,3.6,0.2,2.45,0.94,3.19,3.39,1.8,3.06,0.75,0.93,1.32,0.21,0.17,0.2
2020-05-27,34.0,4.0,1.935252,0.1959765,0.2048758,3.42,0.19,2.55,0.82,3.08,3.43,1.99,3.21,0.73,1.08,1.21,0.21,0.17,0.32
2020-05-28,86.0,3.0,1.622512,0.2855502,0.2943225,3.54,0.17,2.19,0.77,3.08,3.39,1.95,3.34,0.85,1.14,1.52,0.21,0.12,0.33
2020-05-29,56.0,1.0,1.461838,0.2957876,0.3046372,3.16,0.16,2.12,0.87,3.0,3.5,1.98,3.26,0.83,1.09,1.4,0.19,0.19,0.43
2020-05-30,46.0,4.0,1.248769,0.241004,0.2498734,2.69,,2.17,1.03,3.21,3.05,2.02,2.92,0.77,1.33,1.0,0.25,,0.26
2020-05-31,73.0,1.0,1.087528,0.5244794,0.533373,2.49,,2.03,0.97,2.72,3.0,1.74,2.78,0.56,1.19,0.83,,0.14,0.27
2020-06-01,33.0,4.0,1.134627,0.5278028,0.5278028,3.27,0.22,2.49,0.81,2.78,3.06,1.84,2.74,0.73,1.07,1.09,0.18,0.13,0.34
2020-06-02,29.0,4.0,1.000991,0.5811525,0.5255631,3.21,0.12,2.24,0.85,2.89,3.11,1.71,3.05,0.55,1.08,1.14,0.14,0.34,0.19
2020-06-03,38.0,0.0,1.179372,0.5606715,0.5051625,3.11,0.27,2.14,1.07,3.0,3.6,1.9,3.01,0.68,1.2,1.29,0.19,0.37,0.34
2020-06-04,36.0,2.0,1.666132,0.5454205,0.4894827,3.12,0.21,2.27,0.9,3.38,3.27,1.77,3.01,0.5,0.98,1.19,0.14,0.17,0.26
