date,cases,deaths,doctor_visits,wili,wcli,symptom_Fever,symptom_Low_grade_fever,symptom_Cough,symptom_Sore_throat,symptom_Headache,symptom_Fatigue,symptom_Vomiting,symptom_Diarrhea,symptom_Shortness_of_breath,symptom_Chest_pain,symptom_Dizziness,symptom_Confusion,symptom_Generalized_tonic_clonic_seizure,symptom_Weakness
2020-02-01,,,0.0,,,4.54,0.2,7.3,2.01,3.77,3.68,3.0,4.15,0.66,1.25,1.47,0.16,0.14,0.31
2020-02-02,,,0.0,,,4.32,0.23,7.25,2.22,3.87,3.74,3.16,3.63,0.54,1.28,1.38,0.16,0.14,0.33
2020-02-03,,,0.0,,,4.71,0.29,7.39,2.2,3.92,4.1,3.06,3.9,0.86,1.23,1.48,0.2,0.15,0.43
2020-02-04,,,0.0,,,4.57,0.27,7.44,2.23,3.9,4.36,3.12,3.87,0.77,1.31,1.62,0.26,0.16,0.41
2020-02-05,,,0.0,,,4.4,0.29,6.95,2.29,3.73,4.13,2.83,3.77,0.63,1.19,1.31,0.26,0.2,0.41
2020-02-06,,,0.0,,,4.51,0.31,7.49,2.18,3.84,4.09,2.94,3.89,0.71,1.21,1.48,0.18,0.14,0.35
2020-02-07,,,0.0,,,4.55,0.18,7.06,2.07,3.73,3.87,3.09,3.81,0.66,1.28,1.32,0.21,0.18,0.29
2020-02-08,,,0.0,,,4.9,0.26,7.41,2.23,4.08,3.82,3.26,4.12,0.66,1.26,1.48,0.2,0.2,0.31
2020-02-09,,,0.0,,,4.92,0.22,7.59,2.33,4.08,3.88,3.25,4.07,0.72,1.23,1.42,0.19,0.21,0.33
2020-02-10,,,0.0,,,4.89,0.29,7.82,2.2,4.26,4.27,3.27,4.13,0.72,1.23,1.65,0.2,0.17,0.37
2020-02-11,,,0.0,,,4.84,0.3,7.46,2.22,3.87,4.27,3.0,4.08,0.72,1.21,1.57,0.18,0.16,0.41
2020-02-12,,,0.0,,,4.67,0.2,6.93,2.17,3.91,4.1,2.88,3.71,0.72,1.16,1.39,0.15,0.16,0.41
2020-02-13,,,0.0,,,4.66,0.23,6.82,2.33,3.85,4.03,2.7,3.58,0.72,1.28,1.43,0.19,0.19,0.39
2020-02-14,,,0.0,,,4.16,0.2,6.43,2.17,3.47,3.53,2.83,3.38,0.59,1.14,1.31,0.17,0.18,0.29
2020-02-15,,,0.0,,,4.71,0.26,7.31,2.44,3.96,3.92,3.15,4.1,0.66,1.11,1.23,0.17,0.19,0.37
2020-02-16,,,0.0,,,5.04,0.27,8.06,2.43,4.05,4.43,3.19,4.31,0.69,1.33,1.45,0.17,0.2,0.41
2020-02-17,,,0.0,,,4.71,0.31,7.78,2.33,4.12,4.55,3.21,4.32,0.68,1.32,1.6,0.18,0.19,0.43
2020-02-18,,,0.0,,,4.87,0.28,7.73,2.24,4.21,4.23,3.21,4.01,0.68,1.26,1.41,0.21,0.14,0.45
2020-02-19,,,0.0,,,4.63,0.28,7.3,2.19,3.84,4.34,3.13,3.69,0.8,1.35,1.59,0.2,0.17,0.39
2020-02-20,0.0,0.0,0.0,,,4.33,0.26,6.93,2.24,3.91,4.13,2.98,3.71,0.5,1.27,1.55,0.28,0.13,0.42
2020-02-21,0.0,0.0,0.0,,,4.0,0.27,6.71,2.18,3.83,3.75,2.68,3.79,0.67,1.21,1.36,0.2,0.17,0.31
2020-02-22,0.0,0.0,0.0,,,4.21,0.26,6.71,2.1,3.9,3.75,3.02,4.22,0.64,1.22,1.43,0.13,0.13,0.34
2020-02-23,0.0,0.0,0.0,,,4.41,0.29,7.07,2.2,3.92,4.12,3.23,4.18,0.69,1.22,1.59,0.21,0.18,0.39
2020-02-24,0.0,0.0,0.0,,,4.2,0.26,6.87,1.95,3.91,4.24,3.26,4.08,0.7,1.3,1.51,0.22,0.14,0.4
2020-02-25,0.0,0.0,0.0,,,4.19,0.31,6.81,2.29,3.83,4.04,2.96,3.76,0.74,1.35,1.41,0.22,0.18,0.33
2020-02-26,0.0,0.0,0.0,,,4.54,0.23,7.25,2.02,4.01,3.88,3.04,4.12,0.68,1.28,1.32,0.23,0.16,0.41
2020-02-27,0.0,0.0,0.0,,,5.42,0.21,7.55,2.07,3.8,3.96,2.78,3.81,0.71,1.17,1.38,0.24,0.18,0.41
2020-02-28,0.0,0.0,0.0,,,4.55,0.22,7.16,1.93,3.76,3.44,2.62,3.83,0.7,1.12,1.46,0.22,0.15,0.31
2020-02-29,0.0,0.0,0.0,,,4.87,0.26,7.08,1.84,4.07,3.55,3.2,4.18,0.77,1.1,1.45,0.17,0.2,0.27
2020-03-01,0.0,0.0,0.0,,,4.44,0.25,7.15,2.73,3.89,3.9,3.0,4.16,0.81,1.18,1.36,0.24,0.16,0.35
2020-03-02,0.0,0.0,0.0,,,4.47,0.19,7.54,2.8,4.02,4.19,2.96,4.12,0.74,1.31,1.67,0.21,0.19,0.45
2020-03-03,0.0,0.0,0.0,,,4.85,0.28,7.91,2.3,3.77,4.3,2.8,3.87,0.83,1.33,1.46,0.28,0.2,0.4
2020-03-04,0.0,0.0,0.029857,,,4.69,0.28,7.71,2.24,3.56,4.04,2.67,3.74,0.85,1.22,1.43,0.36,0.17,0.41
2020-03-05,0.0,0.0,0.02623,,,4.19,0.22,7.0,2.24,3.68,4.11,2.85,3.75,0.78,1.12,1.5,0.37,0.18,0.44
2020-03-06,0.0,0.0,0.022223,,,4.55,0.16,7.0,2.03,3.48,3.34,2.81,3.86,0.66,1.15,1.31,0.31,0.16,0.27
2020-03-07,0.0,0.0,0.018066,,,4.94,0.2,7.46,2.09,3.6,3.56,2.93,3.91,0.68,1.1,1.3,0.23,0.11,0.31
2020-03-08,0.0,0.0,0.013978,,,4.88,0.26,6.87,2.0,3.56,3.94,2.91,3.87,0.77,1.01,1.37,0.44,0.11,0.31
2020-03-09,0.0,0.0,0.010156,,,5.57,0.27,8.07,2.31,3.54,4.18,2.93,4.0,0.88,1.07,1.42,0.34,0.16,0.37
2020-03-10,1.0,0.0,0.006751,,,5.55,0.32,8.42,2.2,3.2,3.99,2.57,4.06,0.82,1.34,1.34,0.5,0.15,0.45
2020-03-11,0.0,0.0,0.003868,,,8.49,0.46,13.08,2.98,3.33,4.18,2.76,4.21,1.25,1.25,1.33,0.34,0.14,0.37
2020-03-12,2.0,0.0,0.001556,,,11.28,0.79,14.72,3.53,3.27,4.23,2.48,4.37,1.5,1.53,1.1,0.24,0.14,0.32
2020-03-13,3.0,0.0,0.0,,,12.07,0.77,13.57,3.45,3.17,3.42,2.36,4.05,1.68,1.49,1.03,0.19,0.12,0.33
