Age,Number
AGE_0_9,4342
AGE_10_19,4060
AGE_20_29,3765
AGE_30_39,3869
AGE_40_49,3825
AGE_50_59,4552
AGE_60_69,4816
AGE_70_79,2557
AGE_80,1647
