Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,46
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,102
FINANCEINSURANCE,191
REALESTATERENTAL,70
SCIENTIFICTECHNICAL,176
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,186
EDUCATION,0
HEALTHCARE,1546
ART,109
FOOD,1586
OTHER,273
