Age,Number
AGE_0_9,2770
AGE_10_19,2927
AGE_20_29,2733
AGE_30_39,2768
AGE_40_49,2695
AGE_50_59,3882
AGE_60_69,3417
AGE_70_79,2321
AGE_80,1100
