Age,Number
AGE_0_9,18375
AGE_10_19,18425
AGE_20_29,18441
AGE_30_39,17415
AGE_40_49,18235
AGE_50_59,21337
AGE_60_69,20837
AGE_70_79,12254
AGE_80,8478
