Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,23
FINANCEINSURANCE,59
REALESTATERENTAL,29
SCIENTIFICTECHNICAL,72
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,42
EDUCATION,0
HEALTHCARE,973
ART,0
FOOD,525
OTHER,71
