Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,1461
FINANCEINSURANCE,6007
REALESTATERENTAL,2412
SCIENTIFICTECHNICAL,4938
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,7139
EDUCATION,580
HEALTHCARE,21274
ART,1727
FOOD,13151
OTHER,3340
