Age,Number
AGE_0_9,31019
AGE_10_19,35155
AGE_20_29,51233
AGE_30_39,31977
AGE_40_49,29890
AGE_50_59,29898
AGE_60_69,28476
AGE_70_79,17145
AGE_80,9529
