Age,Number
AGE_0_9,1407
AGE_10_19,1577
AGE_20_29,1423
AGE_30_39,1462
AGE_40_49,1631
AGE_50_59,2237
AGE_60_69,2851
AGE_70_79,1653
AGE_80,772
