Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,2471
FINANCEINSURANCE,8518
REALESTATERENTAL,2133
SCIENTIFICTECHNICAL,6597
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,6923
EDUCATION,577
HEALTHCARE,22927
ART,1982
FOOD,12887
OTHER,4929
