Age,Number
AGE_0_9,2424
AGE_10_19,3069
AGE_20_29,2588
AGE_30_39,2670
AGE_40_49,2712
AGE_50_59,3863
AGE_60_69,4623
AGE_70_79,2782
AGE_80,1466
