Age,Number
AGE_0_9,1908
AGE_10_19,2318
AGE_20_29,1958
AGE_30_39,1952
AGE_40_49,2200
AGE_50_59,3105
AGE_60_69,3763
AGE_70_79,2441
AGE_80,1250
