Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,0
FINANCEINSURANCE,166
REALESTATERENTAL,0
SCIENTIFICTECHNICAL,89
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,42
EDUCATION,0
HEALTHCARE,1256
ART,37
FOOD,826
OTHER,0
