Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,68
FINANCEINSURANCE,142
REALESTATERENTAL,55
SCIENTIFICTECHNICAL,218
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,209
EDUCATION,0
HEALTHCARE,251
ART,0
FOOD,594
OTHER,103
