Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,24
FINANCEINSURANCE,0
REALESTATERENTAL,21
SCIENTIFICTECHNICAL,0
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,55
EDUCATION,0
HEALTHCARE,840
ART,0
FOOD,298
OTHER,75
