Age,Number
AGE_0_9,2516
AGE_10_19,2158
AGE_20_29,2078
AGE_30_39,2181
AGE_40_49,1918
AGE_50_59,2800
AGE_60_69,2845
AGE_70_79,1789
AGE_80,1452
