Age,Number
AGE_0_9,7601
AGE_10_19,8394
AGE_20_29,8177
AGE_30_39,7758
AGE_40_49,8367
AGE_50_59,10157
AGE_60_69,9343
AGE_70_79,5169
AGE_80,3210
