Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,22
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,65
FINANCEINSURANCE,284
REALESTATERENTAL,0
SCIENTIFICTECHNICAL,183
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,549
EDUCATION,0
HEALTHCARE,2728
ART,0
FOOD,727
OTHER,155
