Age,Number
AGE_0_9,5604
AGE_10_19,6268
AGE_20_29,5851
AGE_30_39,5841
AGE_40_49,6177
AGE_50_59,7913
AGE_60_69,7737
AGE_70_79,4807
AGE_80,2485
