time_value,geo_value,cases,deaths,doctor_visits,wili,wcli
2020-02-20,26157,0.0,0.0,,,
2020-02-21,26157,0.0,0.0,,,
2020-02-22,26157,0.0,0.0,,,
2020-02-23,26157,0.0,0.0,,,
2020-02-24,26157,0.0,0.0,,,
2020-02-25,26157,0.0,0.0,,,
2020-02-26,26157,0.0,0.0,,,
2020-02-27,26157,0.0,0.0,,,
2020-02-28,26157,0.0,0.0,,,
2020-02-29,26157,0.0,0.0,,,
2020-03-01,26157,0.0,0.0,,,
2020-03-02,26157,0.0,0.0,,,
2020-03-03,26157,0.0,0.0,,,
2020-03-04,26157,0.0,0.0,,,
2020-03-05,26157,0.0,0.0,,,
2020-03-06,26157,0.0,0.0,,,
2020-03-07,26157,0.0,0.0,,,
2020-03-08,26157,0.0,0.0,,,
2020-03-09,26157,0.0,0.0,,,
2020-03-10,26157,0.0,0.0,,,
2020-03-11,26157,0.0,0.0,,,
2020-03-12,26157,0.0,0.0,,,
2020-03-13,26157,0.0,0.0,,,
2020-03-14,26157,0.0,0.0,,,
2020-03-15,26157,0.0,0.0,,,
2020-03-16,26157,0.0,0.0,,,
2020-03-17,26157,0.0,0.0,,,
2020-03-18,26157,0.0,0.0,,,
2020-03-19,26157,0.0,0.0,,,
2020-03-20,26157,0.0,0.0,,,
2020-03-21,26157,1.0,0.0,,,
2020-03-22,26157,0.0,0.0,,,
2020-03-23,26157,0.0,0.0,,,
2020-03-24,26157,0.0,0.0,,,
2020-03-25,26157,1.0,0.0,,,
2020-03-26,26157,0.0,0.0,,,
2020-03-27,26157,0.0,0.0,,,
2020-03-28,26157,2.0,0.0,,,
2020-03-29,26157,0.0,1.0,,,
2020-03-30,26157,1.0,0.0,,,
2020-03-31,26157,4.0,1.0,,,
2020-04-01,26157,2.0,0.0,,,
2020-04-02,26157,3.0,0.0,,,
2020-04-03,26157,1.0,0.0,,,
2020-04-04,26157,5.0,0.0,,,
2020-04-05,26157,2.0,0.0,,,
2020-04-06,26157,0.0,0.0,,,
2020-04-07,26157,4.0,0.0,,,
2020-04-08,26157,1.0,0.0,,0.5242167,0.5242167
2020-04-09,26157,9.0,1.0,,0.9843229,0.9843229
2020-04-10,26157,4.0,2.0,,0.9384752,0.8938399
2020-04-11,26157,0.0,1.0,,0.9735517,0.9337052
2020-04-12,26157,5.0,1.0,,1.0203813,0.9842728
2020-04-13,26157,0.0,0.0,,1.142444,1.1034074
2020-04-14,26157,0.0,2.0,,1.1832616,1.1369236
2020-04-15,26157,2.0,0.0,,,
2020-04-16,26157,3.0,1.0,,,
2020-04-17,26157,4.0,0.0,,,
2020-04-18,26157,5.0,1.0,,0.4738023,0.4738023
2020-04-19,26157,2.0,0.0,,0.7572759,0.7572759
2020-04-20,26157,2.0,0.0,,0.1507946,0.1507946
2020-04-21,26157,0.0,0.0,,0.1598884,0.1598884
2020-04-22,26157,8.0,0.0,,0.1586194,0.1586194
2020-04-23,26157,5.0,1.0,,,
2020-04-24,26157,2.0,0.0,,0.3440691,0.3440691
2020-04-25,26157,3.0,1.0,,0.3963492,0.325072
2020-04-26,26157,1.0,0.0,,0.2575689,0.1855073
2020-04-27,26157,8.0,0.0,,0.3944697,0.1680212
2020-04-28,26157,4.0,0.0,,0.3874905,0.1652752
2020-04-29,26157,4.0,0.0,,0.364385,0.1561844
2020-04-30,26157,7.0,1.0,,0.3420666,0.0608146
2020-05-01,26157,1.0,0.0,,0.4350262,0.0
2020-05-02,26157,7.0,0.0,,0.5486537,0.1741923
2020-05-03,26157,0.0,0.0,,0.537953,0.1717905
2020-05-04,26157,0.0,0.0,,0.3840278,0.1655565
2020-05-05,26157,4.0,0.0,,0.3780735,0.1634589
2020-05-06,26157,1.0,2.0,,0.3955034,0.1725192
2020-05-07,26157,8.0,0.0,,0.4182451,0.2815126
2020-05-08,26157,4.0,1.0,3.96719,0.3316821,0.3316821
2020-05-09,26157,1.0,0.0,3.591506,0.154717,0.154717
2020-05-10,26157,3.0,0.0,3.239866,0.1558715,0.1558715
2020-05-11,26157,5.0,0.0,2.57275,0.166442,0.166442
2020-05-12,26157,22.0,0.0,2.267826,0.5565043,0.5565043
2020-05-13,26157,0.0,0.0,2.024659,0.5654422,0.5654422
2020-05-14,26157,2.0,0.0,1.794548,0.3926627,0.3926627
2020-05-15,26157,2.0,0.0,1.643309,0.4460617,0.4460617
2020-05-16,26157,0.0,1.0,1.058479,0.6466788,0.6466788
2020-05-17,26157,5.0,0.0,0.586902,0.7984928,0.7984928
2020-05-18,26157,2.0,1.0,0.575106,0.7954336,0.7954336
2020-05-19,26157,1.0,2.0,0.524959,0.5457682,0.5457682
2020-05-20,26157,1.0,1.0,2.485578,0.5192618,0.5192618
2020-05-21,26157,3.0,0.0,4.374288,0.5298703,0.5298703
2020-05-22,26157,0.0,1.0,7.218988,0.5409481,0.5409481
2020-05-23,26157,6.0,0.0,10.418918,0.413523,0.413523
2020-05-24,26157,2.0,0.0,13.273557,0.2846837,0.2846837
2020-05-25,26157,0.0,0.0,15.729729,0.303024,0.303024
2020-05-26,26157,1.0,0.0,17.791333,0.4148356,0.4148356
2020-05-27,26157,0.0,0.0,19.515386,0.6409127,0.6409127
2020-05-28,26157,0.0,0.0,18.293741,0.6319362,0.8264506
2020-05-29,26157,1.0,0.0,16.90454,0.6279035,0.8209985
2020-05-30,26157,0.0,0.0,,0.6338434,0.829029
2020-05-31,26157,0.0,0.0,,0.6561911,0.8554478
2020-06-01,26157,1.0,1.0,,0.6516761,0.8493234
2020-06-02,26157,0.0,0.0,9.626115,0.226412,0.4306485
2020-06-03,26157,0.0,0.0,7.785658,0.0,0.196045
2020-06-04,26157,0.0,1.0,,0.0,0.0
2020-06-05,26157,7.0,0.0,,0.0,0.0
2020-06-06,26157,6.0,0.0,,0.0,0.0
2020-06-07,26157,1.0,0.0,,0.0,0.0
2020-06-08,26157,2.0,0.0,,0.0,0.0
2020-06-09,26157,1.0,0.0,,0.0,0.0
2020-06-10,26157,1.0,0.0,,0.0,0.0
2020-06-11,26157,1.0,0.0,,0.0,0.0
2020-06-12,26157,1.0,0.0,,0.0,0.0
2020-06-13,26157,1.0,1.0,,0.0,0.0
2020-06-14,26157,1.0,0.0,,0.0,0.0
2020-06-15,26157,1.0,0.0,,0.0,0.0
2020-06-16,26157,5.0,0.0,,0.0,0.0
2020-06-17,26157,13.0,0.0,,0.0,0.0
2020-06-18,26157,0.0,0.0,,0.0,0.0
2020-06-19,26157,0.0,0.0,,0.0,0.0
2020-06-20,26157,0.0,0.0,,0.0,0.0
2020-06-21,26157,0.0,0.0,,,
2020-06-22,26157,0.0,0.0,,,
2020-06-23,26157,0.0,0.0,,,
2020-06-24,26157,0.0,0.0,,,
2020-06-25,26157,0.0,0.0,,,
2020-06-26,26157,4.0,0.0,,,
2020-06-27,26157,0.0,0.0,,,
2020-06-28,26157,0.0,0.0,,,
2020-06-29,26157,1.0,0.0,,,
2020-06-30,26157,-2.0,0.0,,,
2020-07-01,26157,0.0,0.0,,,
2020-07-02,26157,0.0,0.0,,,
2020-07-03,26157,1.0,0.0,,,
2020-07-04,26157,0.0,0.0,,,
2020-07-05,26157,0.0,0.0,,,
2020-07-06,26157,2.0,0.0,,,
2020-07-07,26157,3.0,0.0,,,
2020-07-08,26157,3.0,0.0,,,
2020-07-09,26157,2.0,0.0,,0.0,0.0
2020-07-10,26157,-1.0,0.0,,0.0,0.0
2020-07-11,26157,4.0,1.0,,0.0,0.0
2020-07-12,26157,1.0,0.0,,0.0953858,0.0953858
2020-07-13,26157,-3.0,0.0,,0.0890549,0.0890549
2020-07-14,26157,-1.0,0.0,,0.7918598,0.7918598
2020-07-15,26157,1.0,0.0,,0.8046104,0.8046104
2020-07-16,26157,3.0,0.0,,0.8032566,0.8032566
2020-07-17,26157,0.0,0.0,,1.2934185,1.2934185
2020-07-18,26157,1.0,0.0,,1.2769609,1.2769609
2020-07-19,26157,3.0,0.0,,1.2548922,1.1851393
2020-07-20,26157,0.0,0.0,,1.2458819,1.1766369
2020-07-21,26157,3.0,0.0,,0.5982068,0.5268514
2020-07-22,26157,4.0,0.0,,0.6145743,0.5419923
2020-07-23,26157,4.0,0.0,,0.66762,0.5960524
2020-07-24,26157,3.0,0.0,,,
2020-07-25,26157,3.0,0.0,,,
2020-07-26,26157,2.0,0.0,,,
2020-07-27,26157,6.0,0.0,,,
2020-07-28,26157,10.0,0.0,,,
2020-07-29,26157,6.0,0.0,,,
2020-07-30,26157,5.0,0.0,,,
2020-07-31,26157,3.0,0.0,,,
2020-08-01,26157,4.0,0.0,,,
2020-08-02,26157,3.0,0.0,,,
2020-08-03,26157,3.0,1.0,,,
2020-08-04,26157,12.0,1.0,,,
2020-08-05,26157,2.0,0.0,,,
2020-08-06,26157,6.0,0.0,,,
2020-08-07,26157,4.0,0.0,,,
2020-08-08,26157,8.0,0.0,,,
2020-08-09,26157,8.0,0.0,,,
2020-08-10,26157,6.0,0.0,,,
2020-08-11,26157,0.0,0.0,,,
2020-08-12,26157,6.0,0.0,,,
2020-08-13,26157,5.0,0.0,,,
2020-08-14,26157,10.0,0.0,,,
2020-08-15,26157,6.0,0.0,,,
2020-08-16,26157,2.0,0.0,,,
2020-08-17,26157,1.0,0.0,,,
2020-08-18,26157,5.0,0.0,,,
2020-08-19,26157,1.0,0.0,,,
2020-08-20,26157,2.0,0.0,,,
2020-08-21,26157,0.0,0.0,,,
2020-08-22,26157,21.0,0.0,,,
2020-08-23,26157,2.0,0.0,,,
2020-08-24,26157,5.0,0.0,,,
2020-08-25,26157,5.0,0.0,,,
2020-08-26,26157,4.0,0.0,,,
2020-08-27,26157,1.0,0.0,,,
2020-08-28,26157,10.0,0.0,,,
2020-08-29,26157,0.0,0.0,,,
2020-08-30,26157,9.0,0.0,,,
2020-08-31,26157,3.0,0.0,,,
2020-09-01,26157,1.0,0.0,,,
2020-09-02,26157,4.0,0.0,,,
2020-09-03,26157,3.0,0.0,,,
2020-09-04,26157,4.0,0.0,,,
2020-09-05,26157,1.0,0.0,,,
2020-09-06,26157,0.0,0.0,,,
2020-09-07,26157,2.0,0.0,,,
2020-09-08,26157,0.0,0.0,,,
2020-09-09,26157,0.0,0.0,,,
2020-09-10,26157,4.0,0.0,,,
2020-09-11,26157,-4.0,0.0,,,
2020-09-12,26157,2.0,0.0,,,
2020-09-13,26157,0.0,0.0,,,
2020-09-14,26157,2.0,0.0,,,
2020-09-15,26157,1.0,0.0,,,
2020-09-16,26157,2.0,1.0,,,
2020-09-17,26157,3.0,1.0,,,
2020-09-18,26157,3.0,0.0,,,
2020-09-19,26157,6.0,0.0,,,
2020-09-20,26157,0.0,0.0,,,
2020-09-21,26157,5.0,0.0,,,
2020-09-22,26157,2.0,0.0,,,
2020-09-23,26157,2.0,0.0,,,
2020-09-24,26157,5.0,0.0,,,
2020-09-25,26157,8.0,0.0,,,
2020-09-26,26157,-1.0,0.0,,,
2020-09-27,26157,0.0,0.0,,,
2020-09-28,26157,4.0,0.0,,,
2020-09-29,26157,2.0,0.0,,,
2020-09-30,26157,-1.0,0.0,,,
2020-10-01,26157,0.0,0.0,,,
2020-10-02,26157,6.0,0.0,,,
2020-10-03,26157,7.0,0.0,,,
