Age,Number
AGE_0_9,16415
AGE_10_19,20434
AGE_20_29,18162
AGE_30_39,17396
AGE_40_49,19845
AGE_50_59,25325
AGE_60_69,22120
AGE_70_79,13135
AGE_80,6453
