Age,Number
AGE_0_9,16240
AGE_10_19,18923
AGE_20_29,17804
AGE_30_39,17366
AGE_40_49,18590
AGE_50_59,22895
AGE_60_69,20246
AGE_70_79,11774
AGE_80,6162
