Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,394
FINANCEINSURANCE,836
REALESTATERENTAL,273
SCIENTIFICTECHNICAL,1259
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,2468
EDUCATION,66
HEALTHCARE,4744
ART,368
FOOD,4478
OTHER,701
