41,48
41,27459
41,51
41,27455
41,59
41,27454
41,90
41,27450
41,100
41,27444
41,106
41,27442
41,114
41,115
41,27438
41,14774
48,51
48,59
48,27459
48,90
48,27455
48,100
48,27454
48,106
48,27450
48,114
48,27444
48,115
48,27442
48,27440
48,5976
48,11722
48,13680
48,14084
51,59
51,90
51,100
51,27459
51,106
51,27455
51,114
51,27454
51,115
51,139
51,27444
51,145
51,27442
51,22186
59,100
59,106
59,114
59,27459
59,115
59,27455
59,139
59,27454
59,145
59,27450
59,160
59,27444
59,12910
59,22724
90,100
90,106
90,114
90,115
90,139
90,145
90,27455
90,160
90,27454
90,167
90,27450
100,106
100,114
100,115
100,139
100,145
100,160
100,27459
100,167
100,27455
100,176
100,27454
100,21599
100,22352
100,9683
106,114
106,115
106,139
106,145
106,160
106,167
106,176
106,27459
106,177
106,27455
106,25436
106,10880
114,115
114,139
114,145
114,160
114,167
114,176
114,177
114,185
114,27459
114,10073
115,139
115,160
115,167
115,176
115,177
115,185
115,195
115,25332
115,19169
139,145
139,160
139,167
139,177
139,185
139,195
139,223
139,22200
145,160
145,167
145,176
145,177
145,185
145,195
145,233
145,23906
160,167
160,176
160,177
160,185
160,195
160,223
160,233
160,261
167,176
167,177
167,185
167,261
167,268
167,15329
167,10042
167,16613
167,25079
167,27091
167,8987
176,177
176,185
176,195
176,223
176,233
176,261
176,268
176,275
176,8407
176,14382
177,185
177,195
177,223
177,233
177,261
177,268
177,275
177,298
185,195
185,223
185,233
185,261
185,268
185,275
185,298
185,11987
185,10555
195,223
195,261
195,268
195,275
195,298
195,307
195,319
195,25084
223,261
223,268
223,275
223,298
223,307
223,319
223,328
223,10490
223,13073
223,15965
233,261
233,268
233,275
233,298
233,307
233,319
233,328
233,344
261,268
261,275
261,298
261,307
261,319
261,328
261,344
261,345
261,18083
261,14294
261,20662
268,275
268,298
268,307
268,319
268,328
268,344
268,345
268,353
268,7395
275,298
275,307
275,319
275,344
275,345
275,353
275,361
275,10990
275,23660
298,307
298,319
298,344
298,345
298,353
298,361
298,16467
298,26049
298,21342
307,319
307,328
307,344
307,345
307,353
307,361
307,370
307,376
307,5142
319,328
319,344
319,345
319,353
319,361
319,370
319,376
319,20472
328,344
328,345
328,353
328,361
328,370
328,376
328,389
328,392
328,2539
328,21760
344,345
344,353
344,361
344,370
344,376
344,389
344,392
344,395
345,353
345,361
345,370
345,376
345,389
345,392
345,395
345,397
345,15167
345,19570
353,361
353,370
353,376
353,389
353,392
353,395
353,397
353,404
353,15681
361,370
361,376
361,389
361,392
361,395
361,397
361,404
361,411
370,376
370,389
370,392
370,397
370,404
370,424
370,21170
370,9318
370,17162
370,24040
376,389
376,395
376,397
376,404
376,411
376,441
376,26589
376,10001
376,18908
389,392
389,395
389,397
389,404
389,411
389,441
389,455
389,8419
389,14875
392,395
392,397
392,404
392,411
392,441
392,455
392,506
392,8788
395,397
395,404
395,411
395,424
395,441
395,455
395,506
395,518
395,24124
397,404
397,411
397,424
397,441
397,455
397,506
397,518
397,527
397,5266
404,411
404,424
404,441
404,455
404,506
404,518
404,529
404,24840
404,27237
411,424
411,441
411,518
411,527
411,529
411,537
411,22395
411,19980
411,23765
411,21455
424,441
424,455
424,506
424,518
424,529
424,537
424,555
424,8984
424,20855
441,455
441,506
441,518
441,527
441,529
441,537
441,555
441,576
441,10160
455,506
455,518
455,527
455,537
455,555
455,576
455,609
455,15045
455,19959
506,518
506,527
506,537
506,555
506,609
506,623
506,22214
506,8987
518,527
518,529
518,537
518,576
518,609
518,623
518,624
518,14164
518,10890
518,23620
527,529
527,537
527,555
527,576
527,609
527,623
527,624
527,626
527,19779
529,537
529,555
529,576
529,609
529,623
529,624
529,626
529,24398
537,555
537,576
537,609
537,623
537,624
537,626
537,630
537,634
555,576
555,609
555,623
555,624
555,626
555,634
555,641
555,11314
555,13710
576,609
576,623
576,624
576,630
576,634
576,641
576,670
576,11060
576,26029
609,623
609,626
609,630
609,634
609,641
609,670
609,671
609,25597
609,25460
609,26193
623,624
623,626
623,630
623,641
623,670
623,671
623,674
623,26986
623,2260
623,15509
623,26248
623,10227
624,626
624,630
624,641
624,670
624,674
624,678
624,18589
624,17986
624,18461
624,14716
626,630
626,634
626,641
626,670
626,674
626,678
626,685
626,18879
630,634
630,641
630,670
630,671
630,674
630,678
630,685
630,695
634,641
634,670
634,671
634,674
634,678
634,685
634,695
634,699
634,25744
641,670
641,671
641,674
641,678
641,685
641,695
641,699
641,707
641,24932
670,671
670,678
670,695
670,699
