Age,Number
AGE_0_9,3762
AGE_10_19,4095
AGE_20_29,5919
AGE_30_39,4587
AGE_40_49,4630
AGE_50_59,5019
AGE_60_69,4964
AGE_70_79,2745
AGE_80,1697
