Age,Number
AGE_0_9,4192
AGE_10_19,5197
AGE_20_29,5917
AGE_30_39,5022
AGE_40_49,5383
AGE_50_59,5435
AGE_60_69,4679
AGE_70_79,2855
AGE_80,2012
