Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,66
FINANCEINSURANCE,352
REALESTATERENTAL,53
SCIENTIFICTECHNICAL,247
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,491
EDUCATION,0
HEALTHCARE,2362
ART,0
FOOD,1013
OTHER,201
