Age,Number
AGE_0_9,1891
AGE_10_19,2155
AGE_20_29,1864
AGE_30_39,2232
AGE_40_49,1896
AGE_50_59,2538
AGE_60_69,2720
AGE_70_79,1753
AGE_80,676
