Age,Number
AGE_0_9,1726
AGE_10_19,2080
AGE_20_29,1966
AGE_30_39,1813
AGE_40_49,2096
AGE_50_59,3125
AGE_60_69,4321
AGE_70_79,3044
AGE_80,1478
