Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,116
FINANCEINSURANCE,154
REALESTATERENTAL,50
SCIENTIFICTECHNICAL,210
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,299
EDUCATION,0
HEALTHCARE,552
ART,117
FOOD,820
OTHER,89
