Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,161
FINANCEINSURANCE,209
REALESTATERENTAL,101
SCIENTIFICTECHNICAL,225
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,380
EDUCATION,57
HEALTHCARE,1784
ART,146
FOOD,1269
OTHER,366
