Age,Number
AGE_0_9,4266
AGE_10_19,6477
AGE_20_29,7822
AGE_30_39,4020
AGE_40_49,4429
AGE_50_59,5575
AGE_60_69,5576
AGE_70_79,3801
AGE_80,1515
