Age,Number
AGE_0_9,3302
AGE_10_19,3259
AGE_20_29,3012
AGE_30_39,3039
AGE_40_49,3211
AGE_50_59,4606
AGE_60_69,5151
AGE_70_79,3439
AGE_80,2086
