Age,Number
AGE_0_9,1733
AGE_10_19,1770
AGE_20_29,1643
AGE_30_39,2024
AGE_40_49,1650
AGE_50_59,2538
AGE_60_69,3274
AGE_70_79,1955
AGE_80,1116
