Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,80
FINANCEINSURANCE,754
REALESTATERENTAL,107
SCIENTIFICTECHNICAL,308
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,370
EDUCATION,0
HEALTHCARE,1323
ART,0
FOOD,1158
OTHER,462
