Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,52
FINANCEINSURANCE,592
REALESTATERENTAL,112
SCIENTIFICTECHNICAL,318
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,732
EDUCATION,0
HEALTHCARE,2078
ART,0
FOOD,1058
OTHER,277
