Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,65
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,183
FINANCEINSURANCE,308
REALESTATERENTAL,124
SCIENTIFICTECHNICAL,244
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,278
EDUCATION,37
HEALTHCARE,2673
ART,107
FOOD,958
OTHER,389
