Age,Number
AGE_0_9,3204
AGE_10_19,3872
AGE_20_29,3801
AGE_30_39,3615
AGE_40_49,3832
AGE_50_59,4822
AGE_60_69,5345
AGE_70_79,3109
AGE_80,1575
