Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,259
FINANCEINSURANCE,343
REALESTATERENTAL,210
SCIENTIFICTECHNICAL,458
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,742
EDUCATION,9
HEALTHCARE,3125
ART,595
FOOD,2701
OTHER,554
