Age,Number
AGE_0_9,5090
AGE_10_19,5353
AGE_20_29,4112
AGE_30_39,4950
AGE_40_49,4896
AGE_50_59,6424
AGE_60_69,7314
AGE_70_79,4505
AGE_80,2536
