Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,17
FINANCEINSURANCE,100
REALESTATERENTAL,98
SCIENTIFICTECHNICAL,49
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,105
EDUCATION,0
HEALTHCARE,699
ART,0
FOOD,461
OTHER,154
