Occupation,Number
AGRICULTURE,0
MINING,0
UTILITIES,0
CONSTRUCTION,0
MANUFACTURING,0
WHOLESALETRADE,0
RETAILTRADE,0
TRANSPORTATION,0
INFORMATION,3974
FINANCEINSURANCE,6308
REALESTATERENTAL,3947
SCIENTIFICTECHNICAL,38740
ENTERPRISEMANAGEMENT,0
WASTEMANAGEMENT,25047
EDUCATION,1027
HEALTHCARE,38936
ART,2976
FOOD,31943
OTHER,8129
